nombre_estacion,cod_municipio,tipo_via,particula,nombre_via,cod_postal,cod_distrito,cod_barrio,lineas_buses
AV.DEL EURO-PESO HISPANO,79,Avda,del,Euro,28054,11,116,155
AV.DEL EURO-AGUACATE,79,Avda,del,Euro,28044,11,116,155
AV.DEL EURO-AGUACATE,79,Avda,del,Euro,28054,11,116,155
AV.DEL EURO-OBOLO,79,Avda,del,Euro,28054,11,116,155
AV.DE LA PESETA-CORONA,79,Avda,de la,Peseta,28054,11,116,"35, 118, 155"
MARAVEDI-AV.DE LA PESETA,79,Calle,del,Maravedí,28054,11,116,155
GUAYABA-AGUACATE-CENTRO DE SALUD,79,Calle,de la,Guayaba,28044,11,116,"108, 118, N16"
EUGENIA DE MONTIJO-PZA.PARTERRE,79,Calle,de,Eugenia de Montijo,28054,11,116,"35, 47, N17"
AVENIDA DE LA PESETA-LOS MORALES,79,Avda,de la,Peseta,28054,11,116,118
AV.DE LA PESETA-AV.CARABANCHEL ALTO,79,Avda,de la,Peseta,28054,11,116,"35, 118, 155, E1"
ANTONIA RODRIGUEZ SACRISTAN-GUAYABA,79,Calle,de,Antonia Rodríguez Sacristán,28044,11,116,"108, 118, N16"
AVDA.DE LA PESETA-AVDA.DE CARABANCHEL ALTO,79,Avda,de la,Peseta,28054,11,116,N16
AV.DE LA PESETA-MARAVEDI,79,Calle,del,Ducado,28054,11,116,"35, 118, 155, E1, N16"
AV. DE LA PESETA - LOS MORALES,79,Avda,de la,Peseta,28054,11,116,E1
AV.DE LA PESETA-VALLE DEL BOI,79,Cmno,de las,Piqueñas,28054,11,116,155
RONDA DON BOSCO-PARAGUAYA,79,Ronda,de,Don Bosco,28044,11,116,139
ALFREDO ALEIX-PROGRESO,79,Calle,de,Alfredo Aleix,28044,11,116,"35, 47, N17"
ANTONIA RGUEZ.SACRISTAN-FCO.RGUEZ.,79,Calle,de,Antonia Rodríguez Sacristán,28044,11,116,"47, 108, 118, 121, 131"
GOMEZ ARTECHE-AV.CARABANCHEL ALTO,79,Calle,de,Gómez de Arteche,28044,11,116,"35, 47, N17"
CTRA.LEGANES-CEMENTERIO CARABANCHEL,79,Calle,del,Thaler,28054,11,116,108
AVDA.DE LOS POBLADOS-AVDA.ABRANTES,79,Avda,de los,Poblados,28054,11,116,"121, 131, 155"
RONDA DON BOSCO-PLAZA PARTERRE,79,Ronda,de,Don Bosco,28044,11,116,"34, 139"
RONDA DON BOSCO-PARAGUAYA,79,Ronda,de,Don Bosco,28044,11,116,34
JOAQUIN TURINA-NAVALMORALES,79,Calle,de,Joaquín Turina,28044,11,116,34
ALFREDO ALEIX-GOMEZ ARTECHE,79,Calle,de,Alfredo Aleix,28044,11,116,"35, 47, N17"
JACOBEO-LONJA DE LA SEDA,79,Calle,de la,Universidad de Alcalá de Henares,28054,11,116,"35, N17"
AVDA.DE LA PESETA-PINAR DE SAN JOSE,79,Calle,del,Pinar de San José,28054,11,116,"35, 155, N17"
REAL-CATORCE OLIVAS,79,Calle,del,Real,28054,11,116,"35, 118"
AVENIDA DE LA PESETA-MARAVEDI,79,Avda,de la,Peseta,28054,11,116,"35, 118, E1, N16"
EUGENIA DE MONTIJO-PZA.EMPERATRIZ,79,Calle,de,Eugenia de Montijo,28054,11,116,"35, 47"
AV.OPORTO-Cº VIEJO LEGANES,79,Avda,de,Oporto,28025,11,117,"55, 81, 108, 247, N17"
AV.POBLADOS-CARRANQUE,79,Avda,de los,Poblados,28025,11,117,"116, 121, 131, 155"
PLAZA ELIPTICA - INTERCAMBIADOR,79,Calle,a,Vía Lusitana,28025,11,117,"155, SE702"
VIA LUSITANA-BRAGANZA,79,Calle,NaN,Vía Lusitana,28025,11,117,116
VIA LUSITANA-PZA.COIMBRA,79,Calle,NaN,Vía Lusitana,28025,11,117,116
Cº VIEJO LEGANES-PELICANO,79,Calle,del,Camino Viejo de Leganés,28025,11,117,"118, 247, N16"
Cº VIEJO LEGANES-AV.OPORTO,79,Calle,del,Camino Viejo de Leganés,28025,11,117,"118, N16"
VIA LUSITANA-CARRERO JUAN RAMON,79,Calle,NaN,Vía Lusitana,28025,11,117,116
VIA LUSITANA-CARRERO JUAN RAMON,79,Calle,NaN,Vía Lusitana,28025,11,117,116
VIA LUSITANA-CONSEJERIA EMPLEO Y MUJER,79,Calle, ,Vía Lusitana,28025,11,117,"116, E1"
VIA LUSITANA-CONSEJERIA EMPLEO Y MUJER,79,Calle,de,Vía Lusitana,28025,11,117,"116, E1"
PELICANO-ARGUESO,79,Calle,del,Pelícano,28025,11,117,247
AV.POBLADOS-VIA LUSITANA,79,Avda,de los,Poblados,28025,11,117,"116, 121, 131, 155"
Cº VIEJO LEGANES-FALCINELO,79,Calle,del,Camino Viejo de Leganés,28025,11,117,"118, N16"
AV.ABRANTES-ALFONSO MARTINEZ CONDE,79,Avda,de,Abrantes,28025,11,117,"47, 108"
CNO. VIEJO DE LEGANES-CARCASTILLO,79,Calle,del,Camino Viejo de Leganés,28025,11,117,"118, N16"
VIA LUSITANA-PZA.ELIPTICA,79,Calle, ,Vía Lusitana,28025,11,117,"47, 116, 247, E1, SE832"
AVDA. DE LOS POBLADOS-AVDA.ABRANTES,79,Calle, ,Vía Lusitana,28025,11,117,"121, 131, 155"
AV.ABRANTES-AV.OPORTO,79,Avda,de,Abrantes,28025,11,117,"47, 247"
BRAGANZA-VIA LUSITANA,79,Calle,de,Estoril,28025,11,117,"47, 247"
AV.OPORTO-PORTALEGRE,79,Avda,de,Oporto,28025,11,117,"55, 81, 247, N17"
AV.ABRANTES-PELICANO,79,Avda,de,Abrantes,28025,11,117,"47, 108"
VIA LUSITANA-BRAGANZA,79,Calle, ,Vía Lusitana,28025,11,117,116
TANATORIO SUR,79,Avda,de los,Poblados,28025,11,117,"116, 121, 131, 155"
PORTALEGRE-AV.OPORTO,79,Calle,de,Montemor,28025,11,117,108
AV.ABRANTES-PELICANO,79,Avda,de,Abrantes,28025,11,117,"47, 108"
AV.ABRANTES-CARRERO JUAN RAMON,79,Avda,de,Abrantes,28025,11,117,"47, 108"
VIA LUSITANA - PZA.ELIPTICA,79,Calle, ,Vía Lusitana,28025,11,117,"47, 116, 247, E1, SE832"
Cº VIEJO LEGANES-AV.ABRANTES,79,Calle,del,Camino Viejo de Leganés,28025,11,117,"118, N16"
AV.ABRANTES-PORTALEGRE,79,Plaza,de,Setubal,28025,11,117,"47, 108"
AV.ABRANTES-PORTALEGRE,79,Avda,de,Abrantes,28025,11,117,"47, 247"
BESOLLA Nº 11,79,Calle,de,Besolla,28025,11,117,"47, 108, 118, N16"
Cº VIEJO LEGANES-WENCESLAO,79,Calle,del,Camino Viejo de Leganés,28025,11,117,118
PELICANO-Cº VIEJO LEGANES,79,Calle,del,Pelícano,28025,11,117,247
AV.ABRANTES-ALFONSO MARTINEZ CONDE,79,Avda,de,Abrantes,28025,11,117,"47, 108"
AV.ABRANTES-Cº VIEJO LEGANES,79,Avda,de,Abrantes,28025,11,117,118
AV.ABRANTES-PZA.MENINAS,79,Avda,de,Abrantes,28025,11,117,"47, 108"
AV.ABRANTES-PELICANO,79,Avda,de,Abrantes,28025,11,117,"47, 108"
AV.OPORTO-PZA.ELIPTICA,79,Avda,de,Oporto,28025,11,117,"55, 81, N17"
VIA LUSITANA-PZA.COIMBRA,79,Calle,NaN,Vía Lusitana,28025,11,117,116
VIA LUSITANA-FARO,79,Calle, ,Vía Lusitana,28025,11,117,"116, E1"
VIA LUSITANA-FARO,79,Calle, ,Vía Lusitana,28025,11,117,"116, E1"
AV.ABRANTES-CARRERO JUAN RAMON,79,Avda,de,Abrantes,28025,11,117,"47, 108"
Cº VIEJO LEGANES-CARCASTILLO,79,Calle,del,Camino Viejo de Leganés,28025,11,117,"118, N16"
AV.RAFAELA YBARRA-SIMCA,79,Avda,de,Rafaela Ybarra,28041,12,121,"60, 131"
ORDICIA-AVDA.RAFAELA YBARRA,79,Calle,de,Ordicia,28041,12,121,60
SIMCA-TALBOT,79,Calle,NaN,Simca,28041,12,121,60
GAINZA-AVDA.RAFAELA YBARRA,79,Calle,de,Gainza,28041,12,121,6
UNIDAD-RAFAELA YBARRA,79,Calle,de la,Unidad,28041,12,121,"78, 81, 116"
GRAN AVENIDA-Cº VIEJO VILLAVERDE,79,Calle,NaN,Gran Avenida,28041,12,121,"78, 81, 116"
RAFAELA YBARRA-ALZOLA,79,Avda,de,Rafaela Ybarra,28041,12,121,131
AV.RAFAELA YBARRA-VILLABONA,79,Avda,de,Rafaela Ybarra,28041,12,121,"6, 131"
GUETAIRA-VILLABONA,79,Calle,de,Guetaria,28041,12,121,6
GUETARIA-LESACA,79,Calle,de,Guetaria,28041,12,121,"6, 60"
AV.POBLADOS-Cº VIEJO VILLAVERDE,79,Avda,de los,Poblados,28041,12,121,121
LEIZA-AV.RAFAELA YBARRA,79,Calle,de,Leiza,28041,12,121,60
GRAN AVENIDA-PZA.ASOCIACION,79,Calle, ,Gran Avenida,28041,12,121,"78, 81, 116, N15"
RAFAELA YBARRA-UNIDAD,79,Avda,de,Rafaela Ybarra,28041,12,121,131
RAFAELA YBARRA-CESTONA,79,Avda,de,Rafaela Ybarra,28041,12,121,"78, 81, 116, 131"
SIMCA-CENSO,79,Calle,a,Simca,28041,12,121,60
ALZOLA-RAFAELA YBARRA,79,Calle,de,Alzola,28041,12,121,60
AV.RAFAELA YBARRA-UNIDAD,79,Calle,de,Deva,28041,12,121,"6, 131"
LEIZA-GUETARIA,79,Calle,de,Leiza,28041,12,121,60
GUETARIA-REGIL,79,Calle,de,Guetaria,28041,12,121,60
GUETARIA-TOLOSA,79,Calle,de,Guetaria,28041,12,121,"6, 60"
AV.POBLADOS-AV.RAFAELA YBARRA,79,Avda,de los,Poblados,28041,12,121,"6, 60, 116, 121, 131"
AV.RAFAELA YBARRA-CESTONA,79,Avda,de,Rafaela Ybarra,28041,12,121,"6, 60, 78, 81, 116, 131, N15"
EXPROPIACION-AV.POBLADOS,79,Calle,de la,Expropiación,28041,12,121,81
EXPROPIACION-AV.POBLADOS,79,Calle,de la,Expropiación,28041,12,121,81
GRAN AVENIDA-PZA.ASOCIACION,79,Calle, ,Gran Avenida,28041,12,121,"78, 81, 116"
AV.POBLADOS-AV.PRINCESA JUANA  AUSTRIA,79,Avda,de los,Poblados,28041,12,121,"116, 121, 131"
AV.POBLADOS-GUETARIA,79,Avda,de los,Poblados,28041,12,121,"116, 121, 131"
GUETARIA-REGIL,79,Calle,de,Guetaria,28041,12,121,60
UNIDAD-RAFAELA YBARRA,79,Calle,de la,Unidad,28041,12,121,"78, 81, 116, N15"
SIMCA-DODGE,79,Calle,NaN,Simca,28041,12,121,60
SIMCA-HORIZON,79,Calle,NaN,Simca,28041,12,121,60
ORDICIA-GUETARIA,79,Calle,de,Ordicia,28041,12,121,60
GUETARIA-ORDICIA,79,Calle,de,Guetaria,28041,12,121,6
AV.RAFAELA YBARRA-BEASAIN,79,Avda,de,Rafaela Ybarra,28041,12,121,"6, 131"
AV.POBLADOS-EXPROPIACION,79,Avda,de los,Poblados,28041,12,121,121
GRAN AVENIDA-Cº VIEJO VILLAVERDE,79,Calle,NaN,Gran Avenida,28041,12,121,"78, 81, 116, N15"
SIMCA-HORIZON,79,Calle,a,Simca,28041,12,121,60
EDUARDO BARREIROS-ALERCE,79,Calle,de,Eduardo Barreiros,28041,12,122,"76, 116"
EDUARDO BARREIROS-AV.POBLADOS,79,Calle,de,Eduardo Barreiros,28041,12,122,"76, N15"
AV.ORCASUR-PZA.PUEBLO,79,Avda,de,Orcasur,28041,12,122,"78, 116, N15"
EDUARDO BARREIROS-CENTRO DE SALUD,79,Calle,de,Salobreña,28041,12,122,"76, 116"
AV.ORCASUR-PZA.PUEBLO,79,Avda,de,Orcasur,28041,12,122,"78, 116"
MOREJA Nº 26,79,Calle,de,Moreja,28041,12,122,"78, 116"
AV.CORDOBA-HOSPITAL 12 DE OCTUBRE,79,Avda,de,Córdoba,28041,12,122,81
ENTRADA PPAL.HOSPITAL 12 DE OCTUBRE,79,Avda,de,Córdoba,28041,12,122,desconocido
AV.ORCASUR-MOREJA,79,Avda,de,Orcasur,28041,12,122,N15
AV.POBLADOS-DR.TOLOSA LATOUR,79,Avda,de los,Poblados,28041,12,122,"81, 121, N15"
AV.CORDOBA-HOSPITAL 12 DE OCTUBRE,79,Avda,de,Córdoba,28041,12,122,"18, 22, 59, 76, 79, 85, 86, N13, N14"
EDUARDO BARREIROS-AV.LOS ROSALES,79,Calle,de,Eduardo Barreiros,28041,12,122,"76, 78"
CAMPOTEJAR-NIVAR,79,Calle,de,Campotejar,28041,12,122,"78, 116"
CAMPOTEJAR-FERNANDO ORTIZ,79,Calle,de,Campotejar,28041,12,122,"78, 116, N15"
AV.ANDALUCIA-GTA.MALAGA,79,Avda,de,Córdoba,28041,12,122,"18, 22, 59, 76, 79, 81, 85, 86"
AV.POBLADOS-EDUARDO BARREIROS,79,Avda,de los,Poblados,28041,12,122,"81, 121"
FERNANDO ORTIZ-CAMPOTEJAR,79,Calle,de,Fernando Ortiz,28041,12,122,"78, 116"
AV. CORDOBA-HOSPITAL 12 DE OCTUBRE,79,Avda,de,Córdoba,28041,12,122,"18, 22, 59, 76, 79, 85, 86, N13, N14"
SALVADOR MARTINEZ-E.BARREIROS,79,Calle,de,Salvador Martínez,28041,12,122,"78, 116"
AV.ANDALUCIA-AV.LOS ROSALES,79,Avda,de,Andalucía,28041,12,122,"18, 22, 59, 79, 85, 86, N13, N14"
FERNANDO ORTIZ-AV.ORCASUR,79,Calle,de,Fernando Ortiz,28041,12,122,"78, 116"
HOSPITAL 12 DE OCTUBRE-MATERNIDAD,79,Acces,a la,Avenida de Andalucía 12 de Octubre,28041,12,122,"81, 121"
HOSPITAL 12 DE OCTUBRE-GTA.MALAGA,79,Acces,a la,Avenida de Andalucía Primero de Octubre),28041,12,122,"121, N15"
AV.POBLADOS-AV.ORCASUR,79,Avda,de los,Poblados,28041,12,122,"81, 121, N15"
EDUARDO BARREIROS-SALVADOR MARTINEZ,79,Calle,de,Eduardo Barreiros,28041,12,122,"76, 116"
AV.ANDALUCIA-AV.POBLADOS,79,Avda,de,Andalucía,28041,12,122,"18, 22, 59, 79, 85, 86, N13, N14"
CAMPOTEJAR-GRAN AVENIDA,79,Calle,de,Campotejar,28041,12,122,"78, 116, N15"
GRAENA-AV.ORCASUR,79,Calle,de,Graena,28041,12,122,"78, 116"
DR.TOLOSA LATOUR-ACCESO 12 OCTUBRE,79,Calle,del,Doctor Tolosa Latour,28041,12,122,"81, 121"
GONZALEZ FEITO-ANTONIO LOPEZ,79,Calle,de,González Feíto,28041,12,122,"23, 123, N12"
HOSPITAL 12 DE OCTUBRE-DR.TOLOSA LATOUR,79,Avda,de,Córdoba,28041,12,122,desconocido
EDUARDO BARREIROS-AV.POBLADOS,79,Calle,de,Eduardo Barreiros,28041,12,122,76
AV.POBLADOS-DR.TOLOSA LATOUR,79,Avda,de los,Poblados,28041,12,122,"81, 121"
GONZALEZ FEITO-CAL,79,Calle,de,González Feíto,28041,12,122,"23, 123"
EDUARDO BARREIROS-AV.LOS ROSALES,79,Calle,de,Eduardo Barreiros,28041,12,122,"76, 78"
MOREJA-SALVADOR MARTINEZ,79,Calle,de,Moreja,28041,12,122,"78, 116"
HOSPITAL DOCE DE OCTUBRE,79,Acces,a la,Avenida de Andalucía 12 de Octubre,28041,12,122,"81, 121"
EDUARDO BARREIROS-SALVADOR MARTINEZ,79,Calle,de,Eduardo Barreiros,28041,12,122,76
SALVADOR MARTINEZ-EDUARDO BARREIROS,79,Calle,de,Salvador Martínez,28041,12,122,116
"SAN MARIO,8",79,Calle,de,San Mario,28041,12,123,"23, 78, 123, N12"
CAMINO DE PERALES Nº 48,79,Cmno,de,Perales,28041,12,123,"23, 123, N12"
AV.ANDALUCIA-OTEIZA,79,Avda,de,Andalucía,28041,12,123,"18, 22, 59, 79, 85, 86, N13, N14"
AV.ROSALES-RUTILO,79,Avda,de,Los Rosales,28041,12,123,"23, N12"
AV.ROSALES-RUTILO,79,Avda,de,Los Rosales,28041,12,123,"23, N12"
ESTAFETA-AV.SAN FERMIN,79,Calle,de la,Estafeta,28041,12,123,"23, 78, 123, N12"
ESTAFETA-NAVASCUES,79,Calle,de la,Estafeta,28041,12,123,"23, 78, 123"
AVDA.ROSALES-TANATORIO,79,Avda,de,Los Rosales,28041,12,123,"23, N12"
AV.ROSALES-TANATORIO,79,Avda,de,Los Rosales,28041,12,123,"23, N12"
SAN MARIO,79,Calle,de,San Mario,28041,12,123,"23, 78, 123, N12"
ESTAFETA-NAVASCUES,79,Calle,de la,Estafeta,28041,12,123,"23, 78, 123"
AVDA.ANDALUCIA-MEZQUITA,79,Avda,de,Andalucía,28041,12,123,"18, 22, 59, 76, 79, 85, 86, N13, N14, N15"
AV.ROSALES-SILVINA,79,Avda,de,Los Rosales,28041,12,123,"23, N12"
GTA.SAN MARTIN DE LA VEGA,79,Gta,de,San Martín de la Vega,28041,12,123,"23, 78, 123, N12"
AV.ANDALUCIA-GTA.MALAGA,79,Acces,de,Nudo Sur,28041,12,123,"18, 22, 59, 76, 79, 85, 86"
ESTAFETA-CARABELOS,79,Calle,de,San Mario,28041,12,123,"23, 78, 123, N12"
AV. OROVILLA-SILVINA,79,Avda, ,Orovilla,28041,12,123,123
AVENIDA OROVILLA-SILVINA,79,Avda,NaN,Orovilla,28041,12,123,123
ESTAFETA-CARABELOS,79,Plaza,de la,Torre del Oro,28041,12,123,"23, 78, 123, N12"
CAMINO DE PERALES Nº 48,79,Cmno,de,Perales,28041,12,123,"23, 123, N12"
ANTEQUERA-GTA.SAN MARTIN DE LA VEGA,79,Calle,de,Antequera,28041,12,123,"23, 78, 123, N12"
SAN MARIO-CNO.DE PERALES,79,Calle,de,San Mario,28041,12,123,78
AV.ROSALES-CORINDON,79,Avda,de,Los Rosales,28041,12,123,"23, N12"
ESTAFETA-AV.SAN FERMIN,79,Calle,de la,Estafeta,28041,12,123,"23, 78, 123, N12"
AV.ANDALUCIA-AV.LOS ROSALES,79,Avda,de,Andalucía,28041,12,123,"18, 22, 59, 79, 85, 86, N13, N14"
CRISTO VICTORIA-SANTUARIO,79,Calle,del,Cristo de la Victoria,28026,12,124,78
MARCELO USERA-ALMENDRALES,79,Calle,de,Marcelo Usera,28026,12,124,"47, 247"
CRISTO VICTORIA-OLVIDO,79,Calle,del,Cristo de la Victoria,28026,12,124,78
CRISTO VICTORIA-SANTUARIO,79,Calle,del,Cristo de la Victoria,28026,12,124,78
DOLORES BARRANCO-AMOR HERMOSO,79,Calle,de,Dolores Barranco,28026,12,124,6
MARCELO USERA-GTA.DE CADIZ,79,Calle,de,Marcelo Usera,28026,12,124,"6, 78"
AV.CORDOBA Nº 19,79,Avda,de,Córdoba,28026,12,124,"18, 22, 59, 76, 79, 85, 86, N13, N14"
DOCE DE OCTUBRE-DR.TOLOSA LATOUR,79,Calle,del,Doctor Tolosa Latour,28026,12,124,81
SANTUARIO,79,Calle,de,San Antonio de Padua,28026,12,124,"6, 78"
EVANGELIOS-SANTUARIO,79,Calle,de los,Evangelios,28026,12,124,6
SAN ANTONIO PADUA-A.SALVADOR,79,Calle,de,San Antonio de Padua,28026,12,124,"6, 78"
ANTONIO LOPEZ-AV.CORDOBA,79,Calle,de,San Serapio,28026,12,124,"23, 123, N12"
ANTONIO LOPEZ-AV.CORDOBA,79,Calle,de,Antonio López,28026,12,124,"23, 123, N12"
AVDA.CORDOBA Nº 27,79,Avda,de,Córdoba,28026,12,124,"18, 22, 59, 76, 79, 85, 86, N13, N14"
AV.CORDOBA-PIEDRABUENA,79,Avda,de,Córdoba,28026,12,124,"18, 22, 59, 76, 79, 85, 86, N13, N14"
AV.CORDOBA-TOMELLOSO,79,Avda,de,Córdoba,28026,12,124,"18, 22, 59, 76, 79, 85, 86, N13, N14"
AVDA. CORDOBA-GTA.CADIZ,79,Avda,de,Córdoba,28026,12,124,"18, 22, 59, 76, 79, 85, 86, N13, N14"
CRISTO VICTORIA-OLVIDO,79,Calle,del,Cristo de la Victoria,28026,12,124,78
EVANGELIOS-SANTUARIO,79,Calle,de los,Evangelios,28026,12,124,6
ANTONIO LOPEZ-VADO,79,Calle,de,Antonio López,28026,12,124,"23, 123, N12"
Cº DE PERALES Nº 8,79,Calle,del,Doctor Tolosa Latour,28026,12,124,"23, 123"
ANTONIO LOPEZ-SOCUELLAMOS,79,Calle,de,Antonio López,28026,12,124,"23, 123, N12"
ANTONIO LOPEZ-VADO,79,Calle,de,Antonio López,28026,12,124,"23, 123, N12"
MARCELO USERA-FERROVIARIOS,79,Calle,de,Marcelo Usera,28026,12,124,"47, 247, N15"
DOLORES BARRANCO-OLVIDO,79,Calle,de,Dolores Barranco,28026,12,124,6
SANTUARIO-SAN ANTONIO PADUA,79,Calle,de,Almendrales,28026,12,124,"6, 78"
MARCELO USERA-OLVIDO,79,Calle,de,Marcelo Usera,28026,12,124,"47, 247, N15"
ANTONIO LOPEZ-SOCUELLAMOS,79,Calle,de,Antonio López,28026,12,124,"23, 123, N12"
AV.CORDOBA-ANTONIO LOPEZ,79,Avda,de,Córdoba,28026,12,124,"18, 22, 59, 76, 79, 85, 86, N13, N14"
Pº STA.Mª CABEZA-ZUJAR,79,Paseo,de,Santa María de la Cabeza,28026,12,125,"55, 60, N17"
Pº STA.Mª CABEZA-PZA.ELIPTICA,79,Paseo,de,Santa María de la Cabeza,28026,12,125,"55, N17"
MARCELO USERA-GTA. DE CADIZ,79,Calle,de,Marcelo Usera,28026,12,125,"6, 47, 78, 247"
MARCELO USERA-PZA.ELIPTICA,79,Calle,de,Marcelo Usera,28026,12,125,"47, 81, 247"
ANTONIO LOPEZ-AMPARO USERA,79,Calle,de,Antonio López,28026,12,125,"23, N15"
MARCELO USERA-GABRIEL USERA,79,Calle,de,Marcelo Usera,28026,12,125,"47, 247, N15"
MARCELO USERA-OLVIDO,79,Calle,de,Marcelo Usera,28026,12,125,"47, 247, N15"
Pº STA.Mª CABEZA-BALEARES,79,Calle,de,Manuel Noya,28026,12,125,"55, 60, E1, N17"
ANTONIO LOPEZ-MATILDE GAYO,79,Calle,de,Antonio López,28026,12,125,23
ANTONIO LOPEZ-AMPARO USERA,79,Calle,de,Antonio López,28026,12,125,"23, N15"
ANTONIO LOPEZ-MATILDE GAYO,79,Calle,de,Antonio López,28026,12,125,23
ANTONIO LOPEZ-MARIBLANCA,79,Calle,de,Antonio López,28026,12,125,"23, N15"
Pº STA.Mª CABEZA-PZA.ELIPTICA,79,Paseo,de,Santa María de la Cabeza,28026,12,125,60
MARCELO USERA-FERROVIARIOS,79,Calle,de,Marcelo Usera,28026,12,125,"47, 247, N15"
ANTONIO LOPEZ-MARIBLANCA,79,Calle,de,Antonio López,28026,12,125,"23, N15"
MARCELO USERA-RAFAELA YBARRA,79,Calle,de,Marcelo Usera,28026,12,125,"47, 60, 81, 247"
Pº STA.Mª CABEZA-MARIBLANCA,79,Calle,de,Mariblanca,28026,12,125,"55, 60, N17"
AVENA-R.BELTRAN ROZPIDE,79,Calle,de la,Avena,28026,12,126,78
R.BELTRAN ROZPIDE-RAFAELA YBARRA,79,Calle,de,Ricardo Beltrán y Rózpide,28026,12,126,78
RAFAELA YBARRA-MARCELO USERA,79,Avda,de,Rafaela Ybarra,28026,12,126,N15
AV.RAFAELA YBARRA-DOLORES BARRANCO,79,Avda,de,Rafaela Ybarra,28026,12,126,"6, 60, 81, N15"
AVENA-HENO,79,Calle,del,Heno,28026,12,126,78
AV.RAFAELA YBARRA-MARINA VEGA,79,Avda,de,Rafaela Ybarra,28026,12,126,"6, 60, 81"
AV.POBLADOS-RAFAELA YBARRA,79,Avda,de los,Poblados,28026,12,126,"116, 121, 131"
AV.PRINCESA JUANA AUSTRIA-AV.POBLADOS,79,Avda,a,Princesa Juana de Austria,28026,12,126,155
AV.POBLADOS-GUETARIA,79,Avda,de los,Poblados,28026,12,126,"116, 121, 131"
AV.POBLADOS-AV.PRINCESA JUANA AUSTRIA,79,Avda,de los,Poblados,28026,12,126,"116, 121, 131"
AV.RAFAELA YBARRA-PQUE.DE LA PALOMA,79,Avda,de,Rafaela Ybarra,28026,12,126,"6, 60, 81, N15"
R.BELTRAN ROZPIDE-RAFAELA YBARRA,79,Calle,de,Ricardo Beltrán y Rózpide,28026,12,126,78
FRENTE N.20,79,Calle,de la,Avena,28026,12,126,78
PARQUE DE LA PALOMA-CERRO ANGELES,79,Calle,del,Parque de la Paloma,28026,12,126,78
AV.RAFAELA YBARRA-R.BELTRAN ROZPIDE,79,Avda,de,Rafaela Ybarra,28026,12,126,"6, 60, 81, N15"
AV.RAFAELA YBARRA-AV.POBLADOS,79,Avda,de,Rafaela Ybarra,28026,12,126,"6, 60, 78, 81"
MARCELO USERA-PZA.ELIPTICA,79,Calle,de,Marcelo Usera,28026,12,126,"60, 81"
PARQUE DE LA PALOMA-V.RAFAELA YBARRA,79,Calle,del,Parque de la Paloma,28026,12,126,78
PARQUE DE LA PALOMA-HENO,79,Calle,del,Parque de la Paloma,28026,12,126,78
MARCELO USERA-AV.RAFAELA YBARRA,79,Calle,de,Marcelo Usera,28026,12,126,"47, 60, 81, 247"
PARQUE DE LA PALOMA-HENO,79,Calle,del,Parque de la Paloma,28026,12,126,78
AVENA-HENO,79,Calle,de la,Avena,28026,12,126,78
AV.RAFAELA YBARRA-PQUE.DE LA PALOMA,79,Avda,del,Cerro de los Ángeles,28026,12,126,"6, 60, 81, N15"
USERA-PZA.ELÍPTICA,79,Calle,de,Marcelo Usera,28026,12,126,"47, 247"
PZA.DEL HIDROGENO,79,Plaza,del,Hidrógeno,28026,12,127,6
AV.RAFAELA YBARRA-AV.POBLADOS,79,Avda,de,Rafaela Ybarra,28026,12,127,"6, 60, 78, 81, N15"
AV.RAFAELA YBARRA-DOLORES BARRANCO,79,Avda,de,Rafaela Ybarra,28026,12,127,"6, 60, 81, N15"
MARCELO USERA-GABRIEL USERA,79,Calle,de,Marcelo Usera,28026,12,127,"47, 247, N15"
DOLORES BARRANCO-JASPE,79,Calle,de,Dolores Barranco,28026,12,127,6
AV.RAFAELA YBARRA-MARINA VEGA,79,Avda,de,Rafaela Ybarra,28026,12,127,"6, 60, 81"
CRISTO VICTORIA-FERROVIARIOS,79,Calle,del,Cristo de la Victoria,28026,12,127,78
CRISTO VICTORIA-FERROVIARIOS,79,Calle,del,Cristo de la Victoria,28026,12,127,78
RAFAELA YBARRA-MARCELO USERA,79,Avda,de,Rafaela Ybarra,28026,12,127,N15
AV.POBLADOS-Cº VIEJO VILLAVERDE,79,Avda,de los,Poblados,28026,12,127,121
AV.POBLADOS-EXPROPIACION,79,Avda,de los,Poblados,28026,12,127,"121, N15"
CRISTO VICTORIA-JASPE,79,Calle,del,Cristo de la Victoria,28026,12,127,78
CRISTO VICTORIA-JASPE,79,Calle,del,Cristo de la Victoria,28026,12,127,78
AV.RAFAELA YBARRA-PARQUE DE LA PALOMA,79,Avda,de,Rafaela Ybarra,28026,12,127,"6, 60, 81, N15"
EMBAJADORES-PQUE.LINEAL MANZANARES,79,Calle,de los,Embajadores,28053,13,131,T32
RONDA SUR-AV.GLORIETAS,79,Ronda,NaN,Sur,28053,13,131,"102, 103, N11"
AV.ENTREVIAS-MEJORANA,79,Calle,de,Mejorana,28053,13,131,"102, N11"
PTE.VALLECAS-M30,79,Avda,de la,Paz,28038,13,131,"58, 111"
RONDA SUR-STA.RAFAELA,79,Ronda,NaN,Sur,28053,13,131,"102, 111"
RUIDERA,79,Calle,de,Ruidera,28053,13,131,111
PADRE LLANOS-ESTEBAN CARROS,79,Calle,del,Padre Llanos,28053,13,131,102
