title,ubicacion,precio,habitaciones,banos,m2_constr,planta,EUR/m2,estado,url,fecha_descarga,web,distrito,barrio,cod_distrito,cod_barrio,tipologia
Apartamento en venta en Lista,Lista (Distrito Salamanca. Madrid Capital),3900000,4,5,251,3,15537,,https://www.pisos.com/comprar/apartamento-lista_barrio28006-46689688527_101800/,2024-10-19,pisos.com,Salamanca,Lista,4.0,45.0,Apartamento
"Apartamento en venta en Madrid, Zona de - Chamartín, Distrito - Castilla",Castilla (Distrito Chamartín. Madrid Capital),350000,1,1,54,,6481,En buen estado,https://www.pisos.com/comprar/apartamento-castilla28036-47566306636_104700/,2024-10-19,pisos.com,Chamartín,Castilla,5.0,56.0,Apartamento
Apartamento en venta en Malasaña-Universidad,Universidad-Malasaña (Distrito Centro. Madrid Capital),1695000,4,3,247,,6862,,https://www.pisos.com/comprar/apartamento-universidad_malasana28015-45088393605_106700/,2024-08-19,pisos.com,Centro,Universidad,1.0,15.0,Apartamento
Apartamento en venta en Palacio,Palacio (Distrito Centro. Madrid Capital),1495000,3,2,198,1,7550,,https://www.pisos.com/comprar/apartamento-centro_palacio28013-43392940950_101800/,2024-10-19,pisos.com,Centro,Palacio,1.0,11.0,Apartamento
Apartamento en venta en Pan Bendito,Puerta Bonita (Distrito Carabanchel. Madrid Capital),165000,3,1,56,3,2946,,https://www.pisos.com/comprar/apartamento-puerta_bonita28025-45041256162_100500/,2024-08-19,pisos.com,Carabanchel,Puerta Bonita,11.0,115.0,Apartamento
Apartamento en venta en Parque Norte,Almenara (Distrito Tetuán. Madrid Capital),750000,4,2,159,,4716,,https://www.pisos.com/comprar/apartamento-tetuan_almenara28029-45869556494_102100/,2024-08-19,pisos.com,Tetuán,Almenara,6.0,64.0,Apartamento
Apartamento en venta en Paseo de Ginebra,Rosas (Distrito San Blas. Madrid Capital),237500,1,1,58,20,4094,,https://www.pisos.com/comprar/apartamento-san_blas_rosas28022-41700209313_106000/,2024-08-19,pisos.com,,Rosas,,,Apartamento
Apartamento en venta en Paseo de Ginebra,Rosas (Distrito San Blas. Madrid Capital),247500,1,1,58,20,4267,,https://www.pisos.com/comprar/apartamento-san_blas_rosas28022-41766444744_106000/,2024-08-19,pisos.com,,Rosas,,,Apartamento
"Apartamento en venta en Paseo de Santa María de la Cabeza, cerca de Paseo de las Delicias",Acacias (Distrito Arganzuela. Madrid Capital),397000,1,1,73,3,5438,En buen estado,https://www.pisos.com/comprar/apartamento-acacias28045-45078322021_993362/,2024-08-19,pisos.com,Arganzuela,Acacias,2.0,22.0,Apartamento
"Apartamento en venta en Paseo de la Castellana, cerca de Calle de San Aquilino",Almenara (Distrito Tetuán. Madrid Capital),1095000,3,2,160,,6843,,https://www.pisos.com/comprar/apartamento-tetuan_almenara28046-38401092473_101800/,2024-10-19,pisos.com,Tetuán,Almenara,6.0,64.0,Apartamento
"Apartamento en venta en Paseo de la Habana, cerca de Calle de Cochabamba",Hispanoamérica (Distrito Chamartín. Madrid Capital),1850000,3,4,220,6,8409,,https://www.pisos.com/comprar/apartamento-chamartin_hispanoamerica28016-47593216485_101800/,2024-10-19,pisos.com,Chamartín,Hispanoamérica,5.0,54.0,Apartamento
Apartamento en venta en Paseo de las Acacias,Acacias (Distrito Arganzuela. Madrid Capital),245000,2,1,42,3,5833,En buen estado,https://www.pisos.com/comprar/apartamento-acacias28005-47581419946_100500/,2024-10-19,pisos.com,Arganzuela,Acacias,2.0,22.0,Apartamento
Apartamento en venta en Pinar de Chamartín,Nueva España (Distrito Chamartín. Madrid Capital),265000,1,1,38,,6973,,https://www.pisos.com/comprar/apartamento-nueva_espana28033-45866541869_102100/,2024-08-19,pisos.com,Chamartín,Nueva España,5.0,55.0,Apartamento
Apartamento en venta en Pinar del Rey,Pinar del Rey (Distrito Hortaleza. Madrid Capital),415000,2,1,103,,4029,,https://www.pisos.com/comprar/apartamento-pinar_del_rey28033-48408715086_101800/,2024-10-19,pisos.com,Hortaleza,Pinar del Rey,16.0,164.0,Apartamento
Apartamento en venta en Pinar del Rey,Pinar del Rey (Distrito Hortaleza. Madrid Capital),415000,2,1,98,,4234,,https://www.pisos.com/comprar/apartamento-pinar_del_rey28033-48344153093_101800/,2024-10-19,pisos.com,Hortaleza,Pinar del Rey,16.0,164.0,Apartamento
Apartamento en venta en Pueblo Nuevo,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),460000,2,1,99,,4646,,https://www.pisos.com/comprar/apartamento-ciudad_lineal_pueblo_nuevo28017-47530496253_101800/,2024-10-19,pisos.com,Ciudad Lineal,Pueblo Nuevo,15.0,152.0,Apartamento
Apartamento en venta en Puerta del Ángel,Palacio (Distrito Centro. Madrid Capital),259000,1,1,75,,3453,,https://www.pisos.com/comprar/apartamento-centro_palacio28011-46744670950_102100/,2024-08-19,pisos.com,Centro,Palacio,1.0,11.0,Apartamento
Apartamento en venta en Quintana,Quintana (Distrito Ciudad Lineal. Madrid Capital),280000,2,1,57,3,4912,,https://www.pisos.com/comprar/apartamento-ciudad_lineal_quintana-48358426808_101800/,2024-10-19,pisos.com,Ciudad Lineal,Quintana,15.0,153.0,Apartamento
Apartamento en venta en Recoletos,Recoletos (Distrito Salamanca. Madrid Capital),1480000,2,2,123,7,12032,,https://www.pisos.com/comprar/apartamento-recoletos28001-47541338612_101800/,2024-10-19,pisos.com,Salamanca,Recoletos,4.0,41.0,Apartamento
Apartamento en venta en San Pedro de Alcantara,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),1290000,3,2,150,,8600,,https://www.pisos.com/comprar/apartamento-valdemarin-39239672447_100500/,2024-08-19,pisos.com,,Valdemarín,,,Apartamento
Apartamento en venta en Sol,Sol (Distrito Centro. Madrid Capital),1350000,5,2,217,2,6221,,https://www.pisos.com/comprar/apartamento-sol_barrio28013-47547673665_101800/,2024-10-19,pisos.com,Centro,Sol,1.0,16.0,Apartamento
Apartamento en venta en Sol,Sol (Distrito Centro. Madrid Capital),295000,2,1,82,,3597,,https://www.pisos.com/comprar/apartamento-sol_barrio28013-45064733437_101800/,2024-10-19,pisos.com,Centro,Sol,1.0,16.0,Apartamento
Apartamento en venta en Sol,Sol (Distrito Centro. Madrid Capital),990000,2,2,86,,11511,,https://www.pisos.com/comprar/apartamento-sol_barrio28013-45091965046_101800/,2024-10-19,pisos.com,Centro,Sol,1.0,16.0,Apartamento
Apartamento en venta en Trafalgar,Trafalgar (Distrito Chamberí. Madrid Capital),1400000,4,3,208,6,6730,,https://www.pisos.com/comprar/apartamento-trafalgar28010-47535397976_101800/,2024-10-19,pisos.com,Chamberí,Trafalgar,7.0,73.0,Apartamento
Apartamento en venta en Trafalgar,Trafalgar (Distrito Chamberí. Madrid Capital),1522500,3,3,145,4,10500,,https://www.pisos.com/comprar/apartamento-trafalgar28010-48366914892_101800/,2024-10-19,pisos.com,Chamberí,Trafalgar,7.0,73.0,Apartamento
Apartamento en venta en Travesía de la Huerta del Obispo,Valdeacederas (Distrito Tetuán. Madrid Capital),255000,1,1,61,1,4180,,https://www.pisos.com/comprar/apartamento-valdeacederas28039-46685022709_100500/,2024-08-19,pisos.com,Tetuán,Valdeacederas,6.0,65.0,Apartamento
Apartamento en venta en Universidad-Malasaña,Universidad-Malasaña (Distrito Centro. Madrid Capital),600000,2,2,115,,5217,,https://www.pisos.com/comprar/apartamento-universidad_malasana28004-48432945278_101800/,2024-10-19,pisos.com,Centro,Universidad,1.0,15.0,Apartamento
Apartamento en venta en Valdebebas-Valdefuentes,Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital),198800,1,1,21,2,9466,,https://www.pisos.com/comprar/apartamento-valdebebas_valdefuentes28055-44183615340_101800/,2024-10-19,pisos.com,Hortaleza,Valdefuentes,16.0,166.0,Apartamento
Apartamento en venta en Vallecas,San Diego (Distrito Puente de Vallecas. Madrid Capital),155800,1,1,52,2,2996,En buen estado,https://www.pisos.com/comprar/apartamento-san_diego28053-43428825791_109300/,2024-10-19,pisos.com,Puente de Vallecas,San Diego,13.0,132.0,Apartamento
Apartamento en venta en Virgen del Cortijo-Manoteras,Montecarmelo (Distrito Fuencarral-El Pardo. Madrid Capital),435000,1,1,70,,6214,,https://www.pisos.com/comprar/apartamento-montecarmelo28050-41744021364_102100/,2024-10-19,pisos.com,,El Pardo,,,Apartamento
Apartamento en venta en Virgen del Cortijo-Manoteras,Virgen del Cortijo-Manoteras (Distrito Hortaleza. Madrid Capital),490000,3,2,118,9,4152,,https://www.pisos.com/comprar/apartamento-virgen_del_cortijo_manoteras28050-47526464755_101800/,2024-10-19,pisos.com,Hortaleza,,,,Apartamento
Casa adosada en venta en Aguas Nuevas 1,Cortes-Huertas (Distrito Centro. Madrid Capital),329000,3,2,76,,4328,,https://www.pisos.com/comprar/casa_adosada-cortes_huertas28014-47597492465_100500/,2024-10-19,pisos.com,Centro,Cortes,1.0,13.0,Casa
Casa adosada en venta en Alameda de Osuna,Alameda de Osuna (Distrito Barajas. Madrid Capital),1350000,,3,333,,4054,,https://www.pisos.com/comprar/casa_adosada-alameda_de_osuna_barrio-48344043961_101800/,2024-10-19,pisos.com,Barajas,Alameda de Osuna,21.0,211.0,Casa
Casa adosada en venta en Aravaca,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),1590000,6,6,480,,3312,,https://www.pisos.com/comprar/casa_adosada-moncloa_aravaca_aravaca28023-46693173416_108500/,2024-08-19,pisos.com,,Aravaca,,,Casa
Casa adosada en venta en Aravaca,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),950000,2,3,205,,4634,,https://www.pisos.com/comprar/casa_adosada-moncloa_aravaca_aravaca28023-38377969113_101800/,2024-10-19,pisos.com,,Aravaca,,,Casa
"Casa adosada en venta en Calle Alcalde Pedro Gutierrez, s/n",El Cañaveral (Distrito Vicálvaro. Madrid Capital),479067,4,3,149,,3215,A estrenar,https://www.pisos.com/comprar/casa_adosada-el_canaveral-4229514140_109700/,2024-08-19,pisos.com,Vicálvaro,El Cañaveral,19.0,194.0,Casa
"Casa adosada en venta en Calle Alcalde Pedro Gutierrez, s/n",El Cañaveral (Distrito Vicálvaro. Madrid Capital),479067,4,3,149,,3215,A estrenar,https://www.pisos.com/comprar/casa_adosada-el_canaveral-4240098963_109700/,2024-10-19,pisos.com,Vicálvaro,El Cañaveral,19.0,194.0,Casa
"Casa adosada en venta en Calle Marqués de Casa Tilly, S/N",El Cañaveral (Distrito Vicálvaro. Madrid Capital),542000,4,3,215,,2520,A estrenar,https://www.pisos.com/comprar/casa_adosada-el_canaveral-41692089282_109700/,2024-08-19,pisos.com,Vicálvaro,El Cañaveral,19.0,194.0,Casa
"Casa adosada en venta en Calle Marqués de Casa Tilly, S/N",El Cañaveral (Distrito Vicálvaro. Madrid Capital),560000,4,3,248,,2258,A estrenar,https://www.pisos.com/comprar/casa_adosada-el_canaveral-43354862645_109700/,2024-08-19,pisos.com,Vicálvaro,El Cañaveral,19.0,194.0,Casa
"Casa adosada en venta en Calle Marqués de Casa Tilly, S/N",El Cañaveral (Distrito Vicálvaro. Madrid Capital),580000,5,3,256,,2265,A estrenar,https://www.pisos.com/comprar/casa_adosada-el_canaveral-43420787279_109700/,2024-08-19,pisos.com,Vicálvaro,El Cañaveral,19.0,194.0,Casa
"Casa adosada en venta en Calle de Castromonte, cerca de Carretera de Canillas",Canillas (Distrito Hortaleza. Madrid Capital),490000,3,2,80,,6125,En buen estado,https://www.pisos.com/comprar/casa_adosada-hortaleza_canillas28043-45891546745_100200/,2024-08-19,pisos.com,Hortaleza,Canillas,16.0,163.0,Casa
"Casa adosada en venta en Calle de Julián Camarillo, 56",Simancas (Distrito San Blas. Madrid Capital),1229900,4,3,239,,5146,A estrenar,https://www.pisos.com/comprar/casa_adosada-san_blas_simancas28037-4238116180_109700/,2024-08-19,pisos.com,,Simancas,,,Casa
"Casa adosada en venta en Calle de Julián Camarillo, 56",Simancas (Distrito San Blas. Madrid Capital),1374900,4,3,282,,4875,A estrenar,https://www.pisos.com/comprar/casa_adosada-san_blas_simancas28037-4234700628_109700/,2024-10-19,pisos.com,,Simancas,,,Casa
"Casa adosada en venta en Calle de Julián Camarillo, 56",Simancas (Distrito San Blas. Madrid Capital),1399900,4,3,282,,4964,A estrenar,https://www.pisos.com/comprar/casa_adosada-san_blas_simancas28037-4236751121_109700/,2024-10-19,pisos.com,,Simancas,,,Casa
"Casa adosada en venta en Calle de Julián Camarillo, 56",Simancas (Distrito San Blas. Madrid Capital),1704900,4,3,239,,7133,A estrenar,https://www.pisos.com/comprar/casa_adosada-san_blas_simancas28037-4623755886_109700/,2024-08-19,pisos.com,,Simancas,,,Casa
"Casa adosada en venta en Calle de Julián Camarillo, 56",Simancas (Distrito San Blas. Madrid Capital),998900,4,3,239,,4179,A estrenar,https://www.pisos.com/comprar/casa_adosada-san_blas_simancas28037-4188762027_109700/,2024-08-19,pisos.com,,Simancas,,,Casa
"Casa adosada en venta en Calle de Julián Camarillo, 56, cerca de Avenida de Canillejas a Vicálvaro",Simancas (Distrito San Blas. Madrid Capital),1064900,4,3,239,,4455,A estrenar,https://www.pisos.com/comprar/casa_adosada-san_blas_simancas28037-3919737184_109700/,2024-08-19,pisos.com,,Simancas,,,Casa
"Casa adosada en venta en Calle de Julián Camarillo, 56, cerca de Avenida de Canillejas a Vicálvaro",Simancas (Distrito San Blas. Madrid Capital),1097900,4,3,203,,5408,A estrenar,https://www.pisos.com/comprar/casa_adosada-san_blas_simancas28037-3087706655_109700/,2024-08-19,pisos.com,,Simancas,,,Casa
"Casa adosada en venta en Calle de Julián Camarillo, 56, cerca de Avenida de Canillejas a Vicálvaro",Simancas (Distrito San Blas. Madrid Capital),1219900,4,3,231,,5280,A estrenar,https://www.pisos.com/comprar/casa_adosada-san_blas_simancas28037-3736008805_109700/,2024-08-19,pisos.com,,Simancas,,,Casa
Casa adosada en venta en Calle de Peguerinos,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),1950000,,,413,,4721,,https://www.pisos.com/comprar/casa_adosada-ciudad_universitaria28035-48430536457_101800/,2024-10-19,pisos.com,,Ciudad Universitaria,,,Casa
"Casa adosada en venta en Calle de Peñarroya, cerca de Calle de Membezar",Entrevías (Distrito Puente de Vallecas. Madrid Capital),189000,3,1,100,,1890,,https://www.pisos.com/comprar/casa_adosada-puente_de_vallecas_entrevias28053-45880610683_100500/,2024-10-19,pisos.com,Puente de Vallecas,Entrevías,13.0,131.0,Casa
Casa adosada en venta en Calle de Santolinas,Hispanoamérica (Distrito Chamartín. Madrid Capital),1050000,3,3,160,,6562,En buen estado,https://www.pisos.com/comprar/casa_adosada-chamartin_hispanoamerica28016-44262649252_100500/,2024-10-19,pisos.com,Chamartín,Hispanoamérica,5.0,54.0,Casa
"Casa adosada en venta en Calle de Tegucigalpa, cerca de Calle de Siro Muela",Salvador (Distrito San Blas. Madrid Capital),990000,5,4,265,,3735,En buen estado,https://www.pisos.com/comprar/casa_adosada-san_blas_salvador28027-46699912856_100500/,2024-10-19,pisos.com,,,,,Casa
"Casa adosada en venta en Calle de Tegucigalpa, cerca de Calle de Siro Muela",Salvador (Distrito San Blas. Madrid Capital),990000,5,,265,,3735,En buen estado,https://www.pisos.com/comprar/casa_adosada-san_blas_salvador28027-45026508085_100500/,2024-08-19,pisos.com,,,,,Casa
Casa adosada en venta en Calle de la Aurora,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),989000,4,3,289,,3422,A reformar,https://www.pisos.com/comprar/casa_adosada-ciudad_universitaria28035-47584674206_100500/,2024-10-19,pisos.com,,Ciudad Universitaria,,,Casa
"Casa adosada en venta en Calle del Aire, cerca de Calle del Huracán",Timón (Distrito Barajas. Madrid Capital),775000,4,3,232,,3340,En buen estado,https://www.pisos.com/comprar/casa_adosada-timon28042-40857838552_100500/,2024-08-19,pisos.com,Barajas,Timón,21.0,214.0,Casa
"Casa adosada en venta en Calle del Aire, cerca de Calle del Tornado",Timón (Distrito Barajas. Madrid Capital),775000,3,3,235,,3297,,https://www.pisos.com/comprar/casa_adosada-timon28042-47563448537_100500/,2024-10-19,pisos.com,Barajas,Timón,21.0,214.0,Casa
"Casa adosada en venta en Calle del Cerro Minguete, cerca de Calle del Cerro de la Carrasqueta",Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital),890000,6,5,270,,3296,En buen estado,https://www.pisos.com/comprar/casa_adosada-mirasierra_arroyo_del_fresno28035-46696911855_100500/,2024-10-19,pisos.com,,El Pardo,,,Casa
Casa adosada en venta en Calle del Cerro de Valdemartín,Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital),1490000,5,4,304,,4901,En buen estado,https://www.pisos.com/comprar/casa_adosada-mirasierra_arroyo_del_fresno28034-44193068947_100500/,2024-08-19,pisos.com,,El Pardo,,,Casa
"Casa adosada en venta en Calle del Marqués de Villabrágima, cerca de Calle Joaquín Lorenzo",Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),1237000,8,7,487,,2540,En buen estado,https://www.pisos.com/comprar/casa_adosada-penagrande28035-32536641805_100500/,2024-08-19,pisos.com,,El Pardo,,,Casa
Casa adosada en venta en Calle del Sotillo,Canillas (Distrito Hortaleza. Madrid Capital),4000000,5,8,710,,5633,En buen estado,https://www.pisos.com/comprar/casa_adosada-hortaleza_canillas28043-47529360204_100500/,2024-10-19,pisos.com,Hortaleza,Canillas,16.0,163.0,Casa
Casa adosada en venta en Canillas,Canillas (Distrito Hortaleza. Madrid Capital),1300000,4,4,178,,7303,A estrenar,https://www.pisos.com/comprar/casa_adosada-hortaleza_canillas28043-48406176415_100200/,2024-10-19,pisos.com,Hortaleza,Canillas,16.0,163.0,Casa
Casa adosada en venta en Canillas,Canillas (Distrito Hortaleza. Madrid Capital),429000,,1,90,,4766,En buen estado,https://www.pisos.com/comprar/casa_adosada-hortaleza_canillas28043-48351744575_100200/,2024-10-19,pisos.com,Hortaleza,Canillas,16.0,163.0,Casa
Casa adosada en venta en Casco Histórico de Barajas,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),198000,2,,70,,2828,En buen estado,https://www.pisos.com/comprar/casa_adosada-casco_historico_de_barajas-42539465917_100200/,2024-08-19,pisos.com,Barajas,Casco Histórico de Barajas,21.0,213.0,Casa
Casa adosada en venta en Chamartin,Hispanoamérica (Distrito Chamartín. Madrid Capital),1985000,6,6,359,,5529,,https://www.pisos.com/comprar/casa_adosada-chamartin_hispanoamerica28016-48379938737_109300/,2024-10-19,pisos.com,Chamartín,Hispanoamérica,5.0,54.0,Casa
Casa adosada en venta en Ciudad Universitaria,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),830000,3,2,177,,4689,Reformado,https://www.pisos.com/comprar/casa_adosada-ciudad_universitaria28040-44201380554_100200/,2024-08-19,pisos.com,,Ciudad Universitaria,,,Casa
Casa adosada en venta en El Plantío,El Plantío (Distrito Moncloa-Aravaca. Madrid Capital),900000,4,4,265,,3396,En buen estado,https://www.pisos.com/comprar/casa_adosada-moncloa_aravaca_el_plantio-45933139729_100200/,2024-08-19,pisos.com,,El Plantío,,,Casa
Casa adosada en venta en Hispanoamérica,Hispanoamérica (Distrito Chamartín. Madrid Capital),3200000,4,4,269,,11895,,https://www.pisos.com/comprar/casa_adosada-chamartin_hispanoamerica28016-38416119911_101800/,2024-10-19,pisos.com,Chamartín,Hispanoamérica,5.0,54.0,Casa
Casa adosada en venta en Hortaleza,Piovera (Distrito Hortaleza. Madrid Capital),1990000,5,5,395,,5037,En buen estado,https://www.pisos.com/comprar/casa_adosada-piovera28043-42566538266_109300/,2024-08-19,pisos.com,Hortaleza,Piovera,16.0,162.0,Casa
