m2_constr,distrito,cod_distrito,barrio,cod_barrio,letra_ce,tipologia,estado,amueblado,planta,dormitorios,banos,balcon,terraza,trastero,ascensor,antiguedad,jardin,tipo_inmueble,cancha_tenis,chimenea,exterior,piscina,porton_electrico,videoportero,armarios,codigo_postal,tipo_suelo,certificado_energetico,puerta_seguridad,orientacion_este,orientacion_oeste,orientacion_sur,aire,grupo_cocina,orientacion_norte,letra_emisiones,latitud,longitud,num_personas,total_transacciones,viv_nuevas_transacciones,lineas_metro,salidas_metro,estaciones_metroligero,estaciones_cercanias,estacion_bus_urbano,renta_bruta_media_por_persona,tamano_medio_del_hogar,tam_hogar,hog_con_10,hog_con_15_y_más,comercio_serviciosminoristas,hosteleria_restauracion,salud_bienestar_educacion,servicios_profesionales,cultura_entretenimiento,m2_areasverdes,ins_comunitaria,energia,eficiencia_carpinteria,num_garajes,cod_barrio_group,target,target_log
190.0,Tetuán,6,Castilla,65,0,Piso,3,0.0,2.0,4.0,2.0,0,0,1,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28029,Desconocido,0,0,1,0,0,Desconocido,Desconocido,0,0,40º27'52.29'' N ,3º42'15.7'' W   ,26573.0,693.0,399.0,6.0,12.0,0.0,0.0,166.0,22890.0,2.34,25992.0,70.0,28.0,1337.0,589.0,375.0,1502.0,538.0,301635.0,0,0,0,1.0,2,1050000.0,13.864300722133706
81.0,Salamanca,4,Recoletos,41,0,Piso,2,0.0,4.0,1.0,1.0,0,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28001,Desconocido,0,0,1,0,0,Normal,Amueblada,0,0,40º25'19.05'' N ,3º40'53.05'' W  ,15444.0,243.0,8.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,2,0,6,1.0,5,850500.0,13.653579690818052
98.0,Latina,10,Puerta Del Ángel,102,0,Piso,3,0.0,2.0,3.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28011,Desconocido,0,0,0,0,1,Desconocido,Desconocido,0,0,40º24'43.74'' N ,3º44'8.38'' W   ,43292.0,532.0,117.0,3.0,10.0,2.0,5.0,307.0,17267.0,2.49,30102.0,82.0,31.0,1223.0,499.0,366.0,628.0,523.0,1047962.0,0,0,0,1.0,2,0.0,-inf
164.0,Salamanca,4,Goya,42,0,Piso,0,0.0,2.0,3.0,2.0,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'21.71'' N ,3º40'48.03'' W  ,29477.0,478.0,4.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,1.0,5,0.0,-inf
451.0,Salamanca,4,Castellana,46,0,Piso,2,0.0,1.0,6.0,3.0,1,0,1,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28006,Madera,0,0,0,1,0,Normal,Desconocido,0,0,40º25'48.41'' N ,3º41'19.19'' W  ,16919.0,189.0,3.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,2,0,6,1.0,5,4300000.0,15.27412558066379
86.0,Chamartín,5,Ciudad Jardín,53,0,Piso,2,0.0,1.0,2.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28002,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'4.97'' N  ,3º39'58.93'' W  ,18513.0,267.0,52.0,7.0,20.0,0.0,1.0,275.0,42678.0,2.45,20435.0,32.0,45.0,693.0,274.0,228.0,505.0,220.0,214209.0,0,0,0,1.0,4,0.0,-inf
139.0,Fuencarral-El Pardo,8,Peñagrande,83,1,Piso,3,0.0,2.5,3.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28035,Desconocido,0,0,0,0,1,Desconocido,Desconocido,0,1,40º28'52.31'' N ,3º44'0.52'' W   ,44341.0,336.0,20.0,3.0,14.0,2.0,5.0,448.0,28798.0,2.67,23923.0,53.0,48.0,197.0,95.0,148.0,121.0,99.0,2811379.0,0,0,0,1.0,4,270000.0,12.506177237980511
75.0,Salamanca,4,Guindalera,44,0,Atico,1,0.0,4.0,2.0,1.0,0,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28028,Madera,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'5.9'' N   ,3º40'17.91'' W  ,41964.0,555.0,71.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,1.0,4,330000.0,12.706847933442663
69.0,Arganzuela,2,Delicias,25,0,Piso,3,0.0,3.0,3.0,1.0,0,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28045,Madera,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'43.44'' N ,3º41'20.3'' W   ,28575.0,246.0,18.0,4.0,9.0,0.0,4.0,186.0,27431.0,2.31,23071.0,17.0,13.0,1151.0,633.0,494.0,969.0,454.0,547811.0,0,2,0,1.0,3,349000.0,12.762827201184564
106.0,Salamanca,4,Lista,45,3,Piso,0,1.0,8.0,3.0,4.0,0,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28006,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,3,40º25'54.02'' N ,3º40'23.99'' W  ,20969.0,247.0,2.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,2,0,0,1.0,5,1175000.0,13.976778705560397
82.0,Salamanca,4,Goya,42,0,Piso,2,0.0,2.0,2.0,2.0,0,0,0,1,mas_50,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'21.71'' N ,3º40'48.03'' W  ,29477.0,478.0,4.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,2,0,0,1.0,5,850000.0,13.652991628466498
34.0,Latina,10,Puerta Del Ángel,102,0,Piso,1,0.0,2.0,1.0,1.0,0,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28011,Madera,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'43.74'' N ,3º44'8.38'' W   ,43292.0,532.0,117.0,3.0,10.0,2.0,5.0,307.0,17267.0,2.49,30102.0,82.0,31.0,1223.0,499.0,366.0,628.0,523.0,1047962.0,1,3,0,1.0,2,139000.0,11.842229212112828
77.0,Moncloa-Aravaca,9,Valdezarza,94,0,Piso,0,1.0,2.0,3.0,2.0,0,0,1,1,30_50,2,Desconocido,0,0,1,0,0,0,1,28039,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º28'8.91'' N  ,3º43'25.44'' W  ,30484.0,241.0,3.0,6.0,14.0,1.0,3.0,351.0,36592.0,2.58,14738.0,26.0,59.0,532.0,200.0,235.0,347.0,207.0,19901426.0,0,0,0,1.0,3,465000.0,13.049792684569493
114.0,Villa De Vallecas,18,Ensanche De Vallecas,183,0,Piso,5,0.0,3.0,3.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28031,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'18.32'' N ,3º35'37.69'' W  ,53208.0,730.0,345.0,1.0,5.0,0.0,1.0,158.0,17346.0,2.61,12370.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,2681389.0,0,0,0,1.0,3,0.0,-inf
59.0,Centro,1,Universidad,15,4,Piso,0,0.1,2.0,3.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28015,Desconocido,1,0,0,0,0,Normal,Desconocido,0,4,40º25'32.9'' N  ,3º42'30.72'' W  ,32783.0,613.0,30.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,4,450000.0,13.017002861746503
99.0,Fuencarral-El Pardo,8,Mirasierra,87,1,Piso,0,0.0,0.0,3.0,2.0,0,0,1,1,10_30,1,económico,0,0,1,0,0,0,1,28035,Desconocido,1,0,0,0,0,Desconocido,Independiente,0,1,40º30'3.24'' N  ,3º42'11.64'' W  ,35676.0,353.0,217.0,3.0,14.0,2.0,5.0,448.0,28798.0,2.67,23923.0,53.0,48.0,197.0,95.0,148.0,121.0,99.0,2811379.0,1,0,0,1.0,5,565000.0,13.244581010128579
736.0,Fuencarral-El Pardo,8,Fuentelarreina,82,0,Chalet,0,1.0,0.0,5.0,5.0,0,0,0,1,Desconocido,1,Desconocido,0,0,1,0,0,0,1,28035,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º29'7.81'' N  ,3º44'7.02'' W   ,3410.0,30.0,2.0,3.0,14.0,2.0,5.0,448.0,28798.0,2.67,23923.0,53.0,48.0,197.0,95.0,148.0,121.0,99.0,2811379.0,0,0,0,1.0,5,3750000.0,15.137266397946593
56.0,Latina,10,Lucero,103,0,Piso,0,0.0,2.0,1.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28047,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'11.4'' N  ,3º45'23.25'' W  ,36749.0,396.0,63.0,3.0,10.0,2.0,5.0,307.0,17267.0,2.49,30102.0,82.0,31.0,1223.0,499.0,366.0,628.0,523.0,1047962.0,0,0,0,1.0,1,189900.0,12.154252896800376
125.0,Centro,1,Palacio,11,0,Piso,2,0.0,1.0,3.0,3.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28013,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'37.23'' N ,3º42'42.73'' W  ,23501.0,258.0,33.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,4,999000.0,13.81451005763069
74.0,Centro,1,Justicia,14,0,Piso,0,1.0,2.0,1.0,1.0,1,0,0,0,mas_50,0,lujo,0,0,1,0,0,0,1,28004,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º25'8.76'' N  ,3º41'48.96'' W  ,18219.0,323.0,0.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,5,0.0,-inf
37.0,Tetuán,6,Castillejos,63,0,Piso,0,0.0,2.0,3.0,2.0,0,0,1,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28020,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'33.36'' N ,3º41'57.5'' W   ,20570.0,289.0,5.0,6.0,12.0,0.0,0.0,166.0,22890.0,2.34,25992.0,70.0,28.0,1337.0,589.0,375.0,1502.0,538.0,301635.0,0,0,0,1.0,4,319000.0,12.67294638176698
380.0,Chamartín,5,El Viso,51,0,Piso,2,1.0,1.0,6.0,5.0,0,0,1,1,mas_50,0,lujo,0,0,1,0,0,0,1,28002,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º26'53.58'' N ,3º41'6.87'' W   ,17274.0,184.0,6.0,7.0,20.0,0.0,1.0,275.0,42678.0,2.45,20435.0,32.0,45.0,693.0,274.0,228.0,505.0,220.0,214209.0,0,0,0,1.0,5,3950000.0,15.189226136877306
25.0,Arganzuela,2,Palos De Moguer,26,0,Piso,5,0.0,5.0,3.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28045,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'18.16'' N ,3º42'5.37'' W   ,25097.0,332.0,22.0,4.0,9.0,0.0,4.0,186.0,27431.0,2.31,23071.0,17.0,13.0,1151.0,633.0,494.0,969.0,454.0,547811.0,0,0,0,1.0,3,168000.0,12.031719258385396
97.0,Salamanca,4,Goya,42,0,Piso,0,0.0,2.0,3.0,2.0,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'21.71'' N ,3º40'48.03'' W  ,29477.0,478.0,4.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,1.0,5,1395000.0,14.148404973237604
60.0,Carabanchel,11,Vista Alegre,114,0,Piso,2,1.0,2.0,2.0,1.0,0,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28025,Madera,0,0,0,0,0,Normal,Desconocido,0,0,40º23'20.68'' N ,3º44'6.97'' W   ,47727.0,505.0,36.0,3.0,16.0,0.0,0.0,289.0,15239.0,2.66,28825.0,139.0,57.0,1332.0,483.0,298.0,854.0,455.0,1560282.0,0,2,0,1.0,1,175000.0,12.072541252905651
137.0,Arganzuela,2,Imperial,21,0,Piso,2,0.0,5.0,4.0,2.0,0,1,1,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28005,Madera,0,0,1,0,1,Desconocido,Amueblada,0,0,40º24'5.97'' N  ,3º43'2.77'' W   ,22385.0,153.0,18.0,4.0,9.0,0.0,4.0,186.0,27431.0,2.31,23071.0,17.0,13.0,1151.0,633.0,494.0,969.0,454.0,547811.0,2,0,6,1.0,3,650000.0,13.38472764187182
40.0,Centro,1,Universidad,15,0,Piso,0,0.0,4.0,1.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28015,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783.0,613.0,30.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,4,248000.0,12.421184025147118
100.0,Ciudad Lineal,15,Pueblo Nuevo,152,0,Piso,2,0.0,2.0,3.0,2.0,0,0,0,1,30_50,0,Desconocido,0,0,1,0,0,0,1,28017,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'0.24'' N  ,3º38'13.63'' W  ,62840.0,774.0,31.0,5.0,14.0,1.0,0.0,272.0,22440.0,2.46,28853.0,62.0,46.0,1211.0,517.0,459.0,1049.0,556.0,572705.0,1,0,0,1.0,2,299000.0,12.608198852372823
71.0,Usera,12,Zofío,126,3,Piso,2,0.0,1.0,3.0,1.0,0,0,0,0,mas_50,0,medio,0,0,2,0,0,0,1,28026,Desconocido,1,0,0,0,0,Normal,Independiente,0,3,40º22'35.51'' N ,3º43'9.14'' W   ,14382.0,133.0,9.0,2.0,4.0,0.0,2.0,186.0,13481.0,2.8,13483.0,77.0,26.0,1495.0,565.0,267.0,689.0,491.0,515144.0,1,3,4,1.0,1,198000.0,12.196022309676673
114.0,Centro,1,Palacio,11,0,Piso,0,0.0,2.0,3.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28013,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'37.23'' N ,3º42'42.73'' W  ,23501.0,258.0,33.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,4,0.0,-inf
106.0,Latina,10,Las Águilas,107,0,Piso,0,0.0,1.0,3.0,2.0,0,0,1,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28044,Desconocido,0,0,1,0,1,Desconocido,Desconocido,0,0,40º23'30.31'' N ,3º46'26.84'' W  ,51268.0,379.0,44.0,3.0,10.0,2.0,5.0,307.0,17267.0,2.49,30102.0,82.0,31.0,1223.0,499.0,366.0,628.0,523.0,1047962.0,1,0,0,1.0,1,0.0,-inf
144.0,Latina,10,Campamento,105,0,Piso,0,0.0,2.0,4.0,2.0,0,1,0,1,Desconocido,2,Desconocido,0,0,1,0,0,0,1,28024,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'54.18'' N ,3º45'57.5'' W   ,19750.0,147.0,17.0,3.0,10.0,2.0,5.0,307.0,17267.0,2.49,30102.0,82.0,31.0,1223.0,499.0,366.0,628.0,523.0,1047962.0,0,0,0,1.0,2,459000.0,13.036805489042681
133.0,Retiro,3,Ibiza,34,0,Piso,0,0.0,3.0,3.0,2.0,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28009,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'1.9'' N   ,3º40'41.21'' W  ,21492.0,257.0,0.0,4.0,8.0,0.0,0.0,138.0,33396.0,2.39,16179.0,10.0,13.0,408.0,160.0,169.0,349.0,164.0,1427833.0,0,0,0,1.0,5,0.0,-inf
170.0,Centro,1,Embajadores,12,4,Piso,0,0.0,2.0,2.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28012,Desconocido,1,0,0,0,0,Normal,Desconocido,0,4,40º24'36.91'' N ,3º42'16.42'' W  ,46204.0,750.0,9.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,2,0,0,0.0,3,828000.0,13.626768433367397
48.0,Tetuán,6,Bellas Vistas,61,0,Piso,0,0.0,2.0,1.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28039,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'59.26'' N ,3º42'25.98'' W  ,29355.0,230.0,5.0,6.0,12.0,0.0,0.0,166.0,22890.0,2.34,25992.0,70.0,28.0,1337.0,589.0,375.0,1502.0,538.0,301635.0,0,0,0,1.0,3,319000.0,12.67294638176698
110.0,Centro,1,Justicia,14,0,Piso,4,1.0,2.0,3.0,3.0,1,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28004,Madera,0,0,1,0,0,Normal,Amueblada,0,0,40º25'8.76'' N  ,3º41'48.96'' W  ,18219.0,323.0,0.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,2,6,0.0,5,0.0,-inf
229.0,Hortaleza,16,Valdefuentes,166,0,Duplex,5,0.0,8.0,4.0,2.0,0,1,1,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28055,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º29'21.45'' N ,3º40'20.75'' W  ,69176.0,674.0,262.0,2.0,9.0,6.0,1.0,325.0,29047.0,2.65,19312.0,38.0,32.0,1114.0,603.0,596.0,1135.0,486.0,1758173.0,0,0,0,1.0,5,1023450.0,13.83868983091168
80.0,Centro,1,Embajadores,12,0,Piso,2,0.0,2.0,3.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28012,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'36.91'' N ,3º42'16.42'' W  ,46204.0,750.0,9.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,3,528000.0,13.176851562688398
124.0,Moncloa-Aravaca,9,Valdezarza,94,3,Piso,0,0.0,2.0,3.0,2.0,0,1,0,1,30_50,0,económico,0,0,1,0,0,0,1,28039,Desconocido,1,0,0,0,0,Desconocido,Independiente,0,3,40º28'8.91'' N  ,3º43'25.44'' W  ,30484.0,241.0,3.0,6.0,14.0,1.0,3.0,351.0,36592.0,2.58,14738.0,26.0,59.0,532.0,200.0,235.0,347.0,207.0,19901426.0,0,0,0,1.0,3,570000.0,13.253391639810733
137.0,Salamanca,4,Goya,42,0,Piso,0,1.0,2.0,3.0,3.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,1,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'21.71'' N ,3º40'48.03'' W  ,29477.0,478.0,4.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,0.0,5,1839000.0,14.424732503586458
51.0,Centro,1,Universidad,15,0,Piso,0,0.0,2.0,1.0,1.0,0,0,1,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28015,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783.0,613.0,30.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,4,0.0,-inf
51.0,Arganzuela,2,Acacias,22,1,Piso,3,0.0,3.0,2.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28005,Desconocido,0,0,0,0,0,Normal,Desconocido,0,1,40º24'16.53'' N ,3º42'12.73'' W  ,36069.0,217.0,15.0,4.0,9.0,0.0,4.0,186.0,27431.0,2.31,23071.0,17.0,13.0,1151.0,633.0,494.0,969.0,454.0,547811.0,1,2,0,1.0,3,262500.0,12.478006361013815
67.0,Tetuán,6,Cuatro Caminos,62,0,Piso,0,0.0,3.0,2.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28020,Desconocido,0,0,0,0,1,Desconocido,Desconocido,0,0,40º27'24.65'' N ,3º42'5.69'' W   ,34753.0,416.0,20.0,6.0,12.0,0.0,0.0,166.0,22890.0,2.34,25992.0,70.0,28.0,1337.0,589.0,375.0,1502.0,538.0,301635.0,1,0,0,1.0,4,250000.0,12.429216196844385
118.0,Carabanchel,11,Abrantes,117,0,Piso,2,0.0,2.0,4.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28041,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'35.7'' N  ,3º43'10.93'' W  ,31691.0,317.0,20.0,3.0,16.0,0.0,0.0,289.0,15239.0,2.66,28825.0,139.0,57.0,1332.0,483.0,298.0,854.0,455.0,1560282.0,0,0,0,1.0,1,223000.0,12.314927050442256
300.0,Salamanca,4,Goya,42,0,Piso,2,0.0,2.0,4.0,4.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'21.71'' N ,3º40'48.03'' W  ,29477.0,478.0,4.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,1.0,5,4450000.0,15.308414654142423
128.0,Centro,1,Justicia,14,0,Piso,2,1.0,2.0,3.0,5.0,0,0,0,1,mas_50,0,lujo,0,0,1,0,0,0,1,28004,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º25'8.76'' N  ,3º41'48.96'' W  ,18219.0,323.0,0.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,5,1079000.0,13.891545244240271
67.0,Salamanca,4,Lista,45,0,Piso,2,1.0,2.0,2.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28006,Desconocido,0,0,0,0,0,Normal,Amueblada,0,0,40º25'54.02'' N ,3º40'23.99'' W  ,20969.0,247.0,2.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,1.0,5,679000.0,13.428376406540833
45.0,Tetuán,6,Castilla,65,0,Piso,3,0.0,2.0,1.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,2,1,0,0,1,28029,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'52.29'' N ,3º42'15.7'' W   ,26573.0,693.0,399.0,6.0,12.0,0.0,0.0,166.0,22890.0,2.34,25992.0,70.0,28.0,1337.0,589.0,375.0,1502.0,538.0,301635.0,1,0,0,1.0,2,320000.0,12.676076274775909
120.0,Salamanca,4,Recoletos,41,0,Piso,2,0.0,1.0,2.0,2.0,1,1,0,1,mas_50,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'19.05'' N ,3º40'53.05'' W  ,15444.0,243.0,8.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,2,0,0,1.0,5,1349000.0,14.114874135189893
62.0,Villaverde,17,Villaverde Alto,171,0,Piso,2,0.0,2.0,2.0,1.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28021,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º19'22.54'' N ,3º41'33.28'' W  ,47817.0,11.0,0.0,1.0,4.0,0.0,5.0,193.0,13604.0,2.82,14009.0,78.0,28.0,139.0,64.0,45.0,79.0,54.0,711123.0,0,0,0,1.0,1,139999.0,11.849390558708789
144.0,Chamartín,5,Nueva España,55,0,Piso,1,0.0,3.0,3.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28016,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'53.32'' N ,3º40'54.53'' W  ,24466.0,186.0,26.0,7.0,20.0,0.0,1.0,275.0,42678.0,2.45,20435.0,32.0,45.0,693.0,274.0,228.0,505.0,220.0,214209.0,0,0,0,1.0,5,880000.0,13.687677186454389
63.0,Barajas,21,Casco Histórico De Barajas,213,0,Duplex,0,1.0,3.0,1.0,1.0,0,1,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28042,Desconocido,0,0,1,0,0,Normal,Desconocido,0,0,40º28'26.4'' N  ,3º34'41.43'' W  ,7384.0,94.0,12.0,2.0,6.0,0.0,2.0,144.0,27125.0,2.63,4694.0,3.0,7.0,399.0,345.0,125.0,522.0,108.0,1904385.0,0,3,0,1.0,2,396000.0,12.889169490236617
221.0,Salamanca,4,Recoletos,41,0,Duplex,0,0.0,1.0,5.0,5.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'19.05'' N ,3º40'53.05'' W  ,15444.0,243.0,8.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,1.0,5,895000.0,13.704578997256991
119.0,Centro,1,Cortes,13,0,Piso,0,0.0,2.0,3.0,2.0,0,1,0,1,10_30,2,Desconocido,0,0,1,0,0,0,1,28014,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º24'44.8'' N  ,3º41'37.98'' W  ,10816.0,180.0,0.0,7.0,27.0,0.0,2.0,181.0,27030.0,1.99,34155.0,43.0,48.0,1208.0,1054.0,137.0,582.0,259.0,223280.0,0,0,0,0.0,5,379000.0,12.845291484064562
78.0,Salamanca,4,Recoletos,41,0,Piso,0,0.0,3.0,2.0,2.0,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'19.05'' N ,3º40'53.05'' W  ,15444.0,243.0,8.0,6.0,18.0,0.0,1.0,186.0,38751.0,2.28,24741.0,11.0,30.0,2470.0,1051.0,928.0,2315.0,917.0,333527.0,0,0,0,1.0,5,1130000.0,13.937728190688524
