m2_constr;distrito;cod_distrito;barrio;cod_barrio;letra_ce;tipologia;estado;amueblado;planta;dormitorios;banos;balcon;terraza;trastero;ascensor;antiguedad;jardin;tipo_inmueble;cancha_tenis;chimenea;exterior;piscina;porton_electrico;videoportero;armarios;codigo_postal;tipo_suelo;certificado_energetico;puerta_seguridad;orientacion_este;orientacion_oeste;orientacion_sur;aire;grupo_cocina;orientacion_norte;letra_emisiones;latitud;longitud;num_personas;total_transacciones;viv_nuevas_transacciones;lineas_metro;salidas_metro;estaciones_metroligero;estaciones_cercanias;estacion_bus_urbano;renta_bruta_media_por_persona;tamano_medio_del_hogar;tam_hogar;hog_con_10;hog_con_15_y_más;comercio_serviciosminoristas;hosteleria_restauracion;salud_bienestar_educacion;servicios_profesionales;cultura_entretenimiento;m2_areasverdes;ins_comunitaria;energia;eficiencia_carpinteria;num_garajes;cod_barrio_group;target;precio_mean_b;pm_tlogia_distrito;euro_m2_barrio;total_estaciones;habitaciones;m2_por_hab;atrib_lujo;atrib;serv_barrio;cod_barrio_frecuency;precio
214.0;Chamberí;7;Gaztambide;71;0;Piso;0;0.1;3.0;6;2;0;1;0;1;mas_50;0;lujo;0;1;2;0;0;0;1;28015;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º26'4.9'' N   ;3º42'42.13'' W  ;22959;260;3;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;0;0;0;1;4;1250000;826340.3;1373545.5;5723.729;173;8;26.75;3;4.1;6900;62;1250000
195.0;Chamartín;5;Castilla;56;0;Piso;1;0.0;1.0;7;3;0;1;1;1;mas_50;0;Desconocido;0;0;2;0;0;0;1;28046;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º28'2.27'' N  ;3º41'18.06'' W  ;17046;149;4;7;20;0;1;275;42678;2.45;20435;32;45;693;274;228;505;220;214209;2;0;0;1;4;1250000;881961.7;1120715.5;5523.2583;296;10;19.5;3;4.0;1920;60;1250000
117.0;Latina;10;Lucero;103;0;Piso;0;0.0;0.0;4;2;0;0;0;1;mas_50;0;económico;0;0;1;0;0;0;1;28047;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º24'11.4'' N  ;3º45'23.25'' W  ;36749;396;63;3;10;2;5;307;17267;2.49;30102;82;31;1223;499;366;628;523;1047962;1;0;0;1;1;259900;195350.0;244581.98;2635.8171;324;6;19.5;1;3.0;3239;44;259900
200.0;Chamberí;7;Gaztambide;71;0;Piso;0;0.0;3.0;4;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28015;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'4.9'' N   ;3º42'42.13'' W  ;22959;260;3;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;0;0;0;1;4;1100000;826340.3;1373545.5;5723.729;173;6;33.333332;1;3.0;6900;62;1100000
35.0;Tetuán;6;Cuatro Caminos;62;0;Estudio;3;0.0;1.0;1;1;0;0;0;1;mas_50;0;Desconocido;0;0;1;0;0;0;1;28020;Gres;0;0;0;0;0;Desconocido;Desconocido;0;0;40º27'24.65'' N ;3º42'5.69'' W   ;34753;416;20;6;12;0;0;166;22890;2.34;25992;70;28;1337;589;375;1502;538;301635;0;3;0;1;4;155000;673395.56;207890.0;5562.1284;178;2;17.5;1;3.0;4341;103;155000
271.0;Salamanca;4;Lista;45;0;Piso;2;0.0;1.0;4;4;1;1;0;1;mas_50;0;Desconocido;0;0;2;0;0;0;1;28006;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'54.02'' N ;3º40'23.99'' W  ;20969;247;2;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;2;0;0;1;5;2469000;1352493.4;1769842.4;9809.669;205;8;33.875;2;5.0;7681;166;2469000
127.0;Arganzuela;2;Acacias;22;0;Piso;0;0.0;3.0;4;2;0;1;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28005;Desconocido;0;0;0;1;0;Normal;Desconocido;0;0;40º24'16.53'' N ;3º42'12.73'' W  ;36069;217;15;4;9;0;4;186;27431;2.31;23071;17;13;1151;633;494;969;454;547811;2;0;0;1;3;655000;443366.2;404461.3;4985.952;199;6;21.166666;2;4.0;3701;52;655000
98.0;Ciudad Lineal;15;San Juan Bautista;156;0;Piso;0;0.0;1.0;3;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;1;1;28043;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'50.54'' N ;3º39'12.3'' W   ;12445;131;8;5;14;1;0;272;22440;2.46;28853;62;46;1211;517;459;1049;556;572705;0;0;0;0;4;425000;802520.0;382082.53;4891.9233;287;5;19.6;0;4.0;3792;20;425000
91.0;Carabanchel;11;Vista Alegre;114;0;Piso;2;0.0;2.0;3;1;1;1;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28025;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º23'20.68'' N ;3º44'6.97'' W   ;47727;505;36;3;16;0;0;289;15239;2.66;28825;139;57;1332;483;298;854;455;1560282;1;0;0;1;1;285000;233879.31;220952.16;2859.4014;305;4;22.75;2;4.0;3422;87;285000
415.0;Salamanca;4;Goya;42;0;Piso;5;0.0;2.0;4;5;0;1;1;1;Desconocido;0;lujo;0;0;2;0;0;0;1;28001;Desconocido;0;0;0;0;1;Normal;Independiente;0;0;40º25'21.71'' N ;3º40'48.03'' W  ;29477;478;4;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;0;4;5;7450000;1480537.9;1769842.4;10122.084;205;9;46.11111;6;4.0;7681;346;7450000
60.0;San Blas-Canillejas;20;Rosas;205;0;Piso;3;0.0;2.0;1;1;0;0;1;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28037;Desconocido;0;0;1;0;0;Desconocido;Desconocido;0;0;40º25'47.37'' N ;3º36'37.63'' W  ;30751;124;10;3;10;0;0;275;19768;2.63;16710;44;26;1504;739;381;828;552;995950;0;0;0;1;3;225000;337591.62;245671.58;3427.3262;285;2;30.0;2;4.0;4004;36;225000
100.0;Latina;10;Cuatro Vientos;106;0;Atico;5;0.0;3.0;3;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28024;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º22'45.71'' N ;3º47'25.87'' W  ;6122;30;2;3;10;2;5;307;17267;2.49;30102;82;31;1223;499;366;628;523;1047962;0;0;0;1;2;583900;286190.0;470908.0;3851.817;324;5;20.0;1;3.0;3239;10;583900
68.0;Centro;1;Universidad;15;0;Piso;0;0.0;4.0;4;1;0;0;0;1;mas_50;0;Desconocido;0;0;1;0;0;0;1;28015;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'32.9'' N  ;3º42'30.72'' W  ;32783;613;30;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;395000;724757.8;870158.06;6883.6953;210;5;13.6;0;3.0;3240;325;395000
230.0;Chamartín;5;Hispanoamérica;54;0;Piso;2;0.0;1.0;4;3;1;1;0;1;30_50;0;lujo;0;0;1;0;0;0;1;28016;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º27'26.56'' N ;3º39'55.32'' W  ;31470;311;12;7;20;0;1;275;42678;2.45;20435;32;45;693;274;228;505;220;214209;1;0;0;1;5;1750000;1321864.5;1120715.5;7069.4688;296;7;32.857143;2;4.0;1920;112;1750000
108.0;Centro;1;Justicia;14;0;Piso;2;0.0;3.0;2;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28004;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'8.76'' N  ;3º41'48.96'' W  ;18219;323;0;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;5;815000;1360566.5;870158.06;9035.9375;210;4;27.0;0;3.0;3240;206;815000
64.0;Ciudad Lineal;15;San Pascual;155;2;Piso;0;0.0;6.0;2;1;1;1;0;1;mas_50;0;económico;0;0;1;0;0;0;1;28027;Desconocido;1;0;0;0;0;Desconocido;Independiente;0;2;40º26'49.61'' N ;3º39'11.61'' W  ;18327;171;0;5;14;1;0;272;22440;2.46;28853;62;46;1211;517;459;1049;556;572705;0;0;0;1;3;249000;538727.25;382082.53;4070.055;287;3;21.333334;2;6.0;3792;22;249000
89.0;Moncloa-Aravaca;9;Ciudad Universitaria;93;2;Piso;0;0.0;3.0;3;2;0;0;0;1;mas_50;0;económico;0;0;1;0;0;1;1;28040;Desconocido;1;0;0;0;0;Desconocido;Independiente;0;2;40º27'5.05'' N  ;3º44'27.92'' W  ;16364;109;8;6;14;1;3;351;36592;2.58;14738;26;59;532;200;235;347;207;19901426;0;0;0;1;5;450000;1428451.2;732204.75;4451.368;369;5;17.8;1;6.0;1521;64;450000
115.0;Tetuán;6;Cuatro Caminos;62;1;Piso;3;0.0;2.0;2;2;0;0;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28020;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;1;40º27'24.65'' N ;3º42'5.69'' W   ;34753;416;20;6;12;0;0;166;22890;2.34;25992;70;28;1337;589;375;1502;538;301635;0;0;0;1;4;525000;673395.56;576069.7;5562.1284;178;4;28.75;1;5.0;4341;103;525000
48.0;San Blas-Canillejas;20;Simancas;201;0;Piso;0;0.0;8.0;2;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28032;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'22.99'' N ;3º37'5.97'' W   ;28765;358;9;3;10;0;0;275;19768;2.63;16710;44;26;1504;739;381;828;552;995950;0;0;0;0;3;159900;330895.38;245671.58;3165.2717;285;3;16.0;0;3.0;4004;89;159900
105.0;Hortaleza;16;Pinar Del Rey;164;0;Piso;0;0.0;3.0;3;2;0;0;0;1;mas_50;0;Desconocido;0;0;2;0;0;0;1;28033;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º28'31.78'' N ;3º39'2.96'' W   ;52031;448;62;2;9;6;1;325;29047;2.65;19312;38;32;1114;603;596;1135;486;1758173;0;0;0;1;3;225000;381546.34;481471.5;3841.6995;341;5;21.0;1;4.0;3934;41;225000
213.0;Chamberí;7;Almagro;74;0;Piso;5;0.0;1.0;4;5;0;0;0;1;Desconocido;0;lujo;0;0;1;0;0;0;1;28010;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'36.89'' N ;3º41'31.6'' W   ;19418;310;34;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;0;0;0;1;5;3520000;2368570.0;1373545.5;10201.327;173;9;23.666666;1;3.0;6900;126;3520000
115.0;Chamberí;7;Gaztambide;71;0;Piso;1;1.0;5.0;4;2;1;0;0;1;Desconocido;1;Desconocido;0;0;1;0;0;0;4;28015;Madera;0;0;1;0;0;Normal;Desconocido;0;0;40º26'4.9'' N   ;3º42'42.13'' W  ;22959;260;3;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;2;0;0;1;4;750000;826340.3;1373545.5;5723.729;173;6;19.166666;2;8.0;6900;62;750000
114.0;Salamanca;4;Castellana;46;0;Piso;4;1.0;1.0;2;2;0;0;0;1;menos_5;0;lujo;0;0;1;0;0;0;1;28006;Desconocido;0;1;0;0;0;Desconocido;Abierta;0;0;40º25'48.41'' N ;3º41'19.19'' W  ;16919;189;3;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;1;0;0;1;5;1329000;2323510.8;1769842.4;11284.615;205;4;28.5;1;5.0;7681;272;1329000
67.0;Carabanchel;11;Comillas;111;0;Atico;0;0.0;2.0;1;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28019;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º23'49.42'' N ;3º42'55.3'' W   ;22721;294;28;3;16;0;0;289;15239;2.66;28825;139;57;1332;483;298;854;455;1560282;0;0;0;1;2;295000;257320.6;355687.5;3280.4275;305;3;22.333334;1;3.0;3422;34;295000
81.0;Villa De Vallecas;18;Ensanche De Vallecas;183;0;Piso;3;0.0;3.0;2;2;0;0;1;1;Desconocido;0;Desconocido;0;0;2;1;0;0;1;28031;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º22'18.32'' N ;3º35'37.69'' W  ;53208;730;345;1;5;0;1;158;17346;2.61;12370;27;11;0;0;0;0;0;2681389;0;0;0;1;3;280000;325844.3;248783.3;3488.365;164;4;20.25;3;4.0;0;72;280000
135.0;Salamanca;4;Castellana;46;4;Piso;4;1.0;1.0;2;2;0;0;0;1;mas_50;0;lujo;0;0;2;0;1;1;1;28006;Desconocido;1;1;0;0;0;Normal;Abierta;0;4;40º25'48.41'' N ;3º41'19.19'' W  ;16919;189;3;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;1;3;5;1;5;1329000;2323510.8;1769842.4;11284.615;205;4;33.75;1;12.0;7681;272;1329000
70.0;Ciudad Lineal;15;Costillares;159;0;Piso;2;0.0;2.0;2;1;1;1;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28027;Desconocido;0;0;0;0;0;Normal;Equipada;0;0;40º28'12.01'' N ;3º39'58.62'' W  ;21914;153;11;5;14;1;0;272;22440;2.46;28853;62;46;1211;517;459;1049;556;572705;0;0;0;1;4;366000;665720.0;382082.53;4991.902;287;3;23.333334;2;5.0;3792;25;366000
77.0;Tetuán;6;Berruguete;66;0;Piso;0;0.0;2.0;1;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28039;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º27'35.2'' N  ;3º41'58.58'' W  ;25694;269;34;6;12;0;0;166;22890;2.34;25992;70;28;1337;589;375;1502;538;301635;0;0;0;1;2;299000;271995.72;576069.7;4099.597;178;2;38.5;1;3.0;4341;49;299000
125.0;Centro;1;Universidad;15;0;Piso;2;0.0;2.0;3;3;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28015;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'32.9'' N  ;3º42'30.72'' W  ;32783;613;30;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;1199000;724757.8;870158.06;6883.6953;210;6;20.833334;0;3.0;3240;325;1199000
120.0;Centro;1;Cortes;13;0;Piso;4;0.0;2.0;4;4;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28014;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'44.8'' N  ;3º41'37.98'' W  ;10816;180;0;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;5;979000;984085.9;870158.06;6772.3047;210;8;15.0;0;3.0;3240;145;979000
335.0;Barajas;21;Corralejo;215;2;Casa;2;0.0;0.0;4;3;1;1;0;1;30_50;0;Desconocido;0;0;1;0;0;0;1;28042;Desconocido;1;0;0;0;0;Normal;Desconocido;0;2;40º27'43.37'' N ;3º37'3.18'' W   ;7626;60;1;2;6;0;2;144;27125;2.63;4694;3;7;399;345;125;522;108;1904385;1;0;0;1;4;1190000;851454.56;910916.7;3987.2285;152;7;47.857143;2;6.0;1499;11;1190000
133.0;Salamanca;4;Goya;42;0;Piso;5;1.0;1.0;2;3;0;0;0;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28001;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'21.71'' N ;3º40'48.03'' W  ;29477;478;4;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;0;1;5;1350000;1480537.9;1769842.4;10122.084;205;5;26.6;1;5.0;7681;346;1350000
173.0;Ciudad Lineal;15;Ventas;151;0;Piso;1;0.0;2.0;6;3;0;0;1;1;mas_50;0;Desconocido;0;0;1;0;0;0;1;28027;Madera;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'39.22'' N ;3º38'49.8'' W   ;50218;599;68;5;14;1;0;272;22440;2.46;28853;62;46;1211;517;459;1049;556;572705;0;0;0;1;2;499000;253881.62;382082.53;3346.051;287;9;19.222221;2;3.0;3792;48;499000
72.0;Moncloa-Aravaca;9;Valdezarza;94;3;Piso;0;0.0;0.5;4;1;1;0;0;1;mas_50;0;medio;0;0;1;0;0;0;1;28039;Desconocido;1;0;0;0;0;Desconocido;Independiente;0;3;40º28'8.91'' N  ;3º43'25.44'' W  ;30484;241;3;6;14;1;3;351;36592;2.58;14738;26;59;532;200;235;347;207;19901426;0;0;0;1;3;265000;341472.7;732204.75;4032.7131;369;5;14.4;1;7.0;1521;37;265000
66.0;Carabanchel;11;Comillas;111;3;Piso;4;1.0;2.0;3;1;0;0;0;1;mas_50;0;Desconocido;0;0;1;0;0;0;1;28019;Desconocido;1;0;0;0;0;Desconocido;Desconocido;0;3;40º23'49.42'' N ;3º42'55.3'' W   ;22721;294;28;3;16;0;0;289;15239;2.66;28825;139;57;1332;483;298;854;455;1560282;0;0;0;1;2;199000;257320.6;220952.16;3280.4275;305;4;16.5;1;7.0;3422;34;199000
178.0;Chamberí;7;Vallehermoso;76;0;Piso;0;0.0;3.0;4;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28003;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'40.94'' N ;3º42'57.41'' W  ;19853;208;36;9;22;0;0;151;36934;2.21;25648;21;39;1930;1116;1039;1910;905;19677;0;0;0;1;5;950000;971038.1;1373545.5;6428.781;173;6;29.666666;1;3.0;6900;66;950000
35.0;Fuencarral-El Pardo;8;El Pardo;81;0;Piso;5;0.0;2.5;1;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28048;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º31'25.35'' N ;3º46'45.77'' W  ;3421;24;0;3;14;2;5;448;28798;2.67;23923;53;48;197;95;148;121;99;2811379;0;0;0;1;5;377000;927526.2;436910.75;3840.5605;469;2;17.5;1;3.0;660;187;377000
45.0;San Blas-Canillejas;20;Simancas;201;0;Piso;1;0.0;0.0;1;1;0;0;0;0;mas_50;0;Desconocido;0;0;2;0;0;0;1;28037;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º26'22.99'' N ;3º37'5.97'' W   ;28765;358;9;3;10;0;0;275;19768;2.63;16710;44;26;1504;739;381;828;552;995950;0;0;0;1;3;108000;330895.38;245671.58;3165.2717;285;2;22.5;1;3.0;4004;89;108000
244.0;Salamanca;4;Goya;42;0;Piso;0;0.0;2.0;2;3;0;1;1;1;mas_50;0;Desconocido;0;0;2;0;0;0;1;28001;Desconocido;0;0;0;0;0;Normal;Desconocido;0;0;40º25'21.71'' N ;3º40'48.03'' W  ;29477;478;4;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;2;0;0;1;5;2950000;1480537.9;1769842.4;10122.084;205;5;48.8;3;4.0;7681;346;2950000
100.0;Carabanchel;11;Buenavista;116;0;Piso;5;0.0;1.0;2;2;0;1;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28025;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º22'3.05'' N  ;3º43'14.23'' W  ;49151;519;113;3;16;0;0;289;15239;2.66;28825;139;57;1332;483;298;854;455;1560282;0;0;0;1;1;279900;200670.14;220952.16;2760.4148;305;4;25.0;2;3.0;3422;69;279900
67.0;Tetuán;6;Almenara;64;0;Piso;0;0.0;1.0;3;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28029;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º27'55.6'' N  ;3º41'37.01'' W  ;23057;303;56;6;12;0;0;166;22890;2.34;25992;70;28;1337;589;375;1502;538;301635;0;0;0;1;3;317900;553777.7;576069.7;4768.3687;178;4;16.75;1;3.0;4341;42;317900
59.0;Usera;12;Moscardó;125;3;Piso;1;0.0;0.0;2;2;0;0;0;1;mas_50;0;económico;0;0;1;0;0;0;1;28026;Desconocido;1;0;0;0;0;Desconocido;Independiente;0;3;40º23'17.28'' N ;3º42'2.06'' W   ;26579;176;17;2;4;0;2;186;13481;2.8;13483;77;26;1495;565;267;689;491;515144;1;0;0;1;1;185000;212515.39;224598.0;2985.089;192;4;14.75;1;6.0;3507;26;185000
128.0;Centro;1;Justicia;14;0;Piso;0;0.0;2.0;3;4;1;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28004;Desconocido;0;0;0;0;0;Desconocido;Desconocido;1;0;40º25'8.76'' N  ;3º41'48.96'' W  ;18219;323;0;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;2;0;0;5;1079000;1360566.5;870158.06;9035.9375;210;7;18.285715;0;4.0;3240;206;1079000
107.0;Usera;12;Zofío;126;0;Piso;3;0.0;4.0;3;2;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28026;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º22'35.51'' N ;3º43'9.14'' W   ;14382;133;9;2;4;0;2;186;13481;2.8;13483;77;26;1495;565;267;689;491;515144;0;2;0;1;1;299999;189491.58;224598.0;2672.0317;192;5;21.4;1;3.0;3507;12;299999
80.0;Centro;1;Sol;16;0;Piso;0;0.0;7.0;2;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28013;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'8.03'' N  ;3º42'14.2'' W   ;8164;123;9;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;175000;908933.5;870158.06;6600.1484;210;3;26.666666;0;3.0;3240;266;175000
68.0;Villaverde;17;Los Rosales;175;1;Piso;3;0.0;2.0;3;1;0;0;1;1;Desconocido;0;Desconocido;0;0;2;0;0;0;1;28021;Desconocido;0;0;0;0;0;Normal;Desconocido;0;1;40º21'42.15'' N ;3º41'45.9'' W   ;34827;9;1;1;4;0;5;193;13604;2.82;14009;78;28;139;64;45;79;54;711123;0;0;0;1;1;137500;175014.0;167689.4;2112.9834;202;4;17.0;2;5.0;381;50;137500
125.0;Latina;10;Las Águilas;107;4;Casa;0;0.0;0.0;4;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28044;Desconocido;1;0;0;0;0;Desconocido;Desconocido;0;4;40º23'30.31'' N ;3º46'26.84'' W  ;51268;379;44;3;10;2;5;307;17267;2.49;30102;82;31;1223;499;366;628;523;1047962;0;0;0;1;1;59000;213344.11;422000.0;2512.5698;324;5;25.0;1;7.0;3239;56;59000
314.0;Moncloa-Aravaca;9;El Plantío;96;4;Casa;2;0.0;0.0;6;5;1;1;0;1;30_50;0;Desconocido;0;0;1;0;0;0;1;28023;Desconocido;1;0;0;0;0;Normal;Desconocido;0;4;40º27'56.54'' N ;3º48'17.45'' W  ;3044;35;15;6;14;1;3;351;36592;2.58;14738;26;59;532;200;235;347;207;19901426;1;0;0;1;5;847000;2752291.8;1964321.9;3017.1672;369;11;28.545454;2;8.0;1521;19;847000
162.0;Salamanca;4;Castellana;46;0;Piso;0;0.0;1.0;3;4;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28006;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'48.41'' N ;3º41'19.19'' W  ;16919;189;3;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;0;1;5;1649000;2323510.8;1769842.4;11284.615;205;7;23.142857;1;3.0;7681;272;1649000
69.0;Fuencarral-El Pardo;8;El Pardo;81;3;Piso;2;0.0;1.0;3;1;0;1;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28048;Gres;1;0;0;0;0;Desconocido;Desconocido;0;3;40º31'25.35'' N ;3º46'45.77'' W  ;3421;24;0;3;14;2;5;448;28798;2.67;23923;53;48;197;95;148;121;99;2811379;0;0;0;1;5;250000;927526.2;436910.75;3840.5605;469;4;17.25;2;6.0;660;187;250000
323.0;Salamanca;4;Castellana;46;0;Piso;4;0.0;2.0;3;3;0;0;0;1;Desconocido;0;lujo;0;0;2;0;0;0;1;28006;Desconocido;0;0;0;0;0;Desconocido;Abierta;0;0;40º25'48.41'' N ;3º41'19.19'' W  ;16919;189;3;6;18;0;1;186;38751;2.28;24741;11;30;2470;1051;928;2315;917;333527;0;0;0;1;5;5850000;2323510.8;1769842.4;11284.615;205;6;53.833332;1;4.0;7681;272;5850000
58.0;Villa De Vallecas;18;Casco Histórico De Vallecas;181;3;Piso;1;0.0;3.0;3;1;0;0;0;1;mas_50;0;Desconocido;0;0;1;0;0;0;1;28031;Desconocido;1;0;0;0;0;Desconocido;Desconocido;0;3;40º21'49.69'' N ;3º34'25.36'' W  ;40417;419;107;1;5;0;1;158;17346;2.61;12370;27;11;0;0;0;0;0;2681389;0;0;0;1;1;129000;226514.83;248783.3;2518.5977;164;4;14.5;1;6.0;0;60;129000
73.0;Centro;1;Justicia;14;0;Piso;0;0.0;2.0;2;1;0;1;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28004;Desconocido;0;0;1;0;0;Normal;Abierta;0;0;40º25'8.76'' N  ;3º41'48.96'' W  ;18219;323;0;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;5;645000;1360566.5;870158.06;9035.9375;210;3;24.333334;1;3.0;3240;206;645000
35.0;Latina;10;Campamento;105;0;Piso;2;0.0;2.0;1;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28024;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º23'54.18'' N ;3º45'57.5'' W   ;19750;147;17;3;10;2;5;307;17267;2.49;30102;82;31;1223;499;366;628;523;1047962;0;0;0;1;2;129000;264443.75;244581.98;3022.2144;324;2;17.5;1;3.0;3239;16;129000
85.0;Latina;10;Puerta Del Ángel;102;0;Piso;0;0.0;2.0;3;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28011;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º24'43.74'' N ;3º44'8.38'' W   ;43292;532;117;3;10;2;5;307;17267;2.49;30102;82;31;1223;499;366;628;523;1047962;0;0;0;0;2;424900;323134.53;244581.98;3741.5579;324;4;21.25;0;3.0;3239;55;424900
48.0;Centro;1;Universidad;15;0;Piso;0;1.0;2.0;2;1;0;0;0;1;Desconocido;0;Desconocido;0;0;1;0;0;0;1;28015;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'32.9'' N  ;3º42'30.72'' W  ;32783;613;30;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;0;0;4;345000;724757.8;870158.06;6883.6953;210;3;16.0;0;4.0;3240;325;345000
132.0;Centro;1;Justicia;14;0;Piso;0;0.0;2.0;2;3;0;0;1;1;mas_50;0;Desconocido;0;0;2;0;0;0;1;28004;Desconocido;0;0;0;0;0;Desconocido;Desconocido;0;0;40º25'8.76'' N  ;3º41'48.96'' W  ;18219;323;0;7;27;0;2;181;27030;1.99;34155;43;48;1208;1054;137;582;259;223280;0;0;6;0;5;875000;1360566.5;870158.06;9035.9375;210;5;26.4;1;4.0;3240;206;875000
