m2_constr,distrito,cod_distrito,barrio,cod_barrio,letra_ce,tipologia,estado,amueblado,planta,dormitorios,banos,balcon,terraza,trastero,ascensor,antiguedad,jardin,tipo_inmueble,cancha_tenis,chimenea,exterior,piscina,porton_electrico,videoportero,armarios,codigo_postal,tipo_suelo,certificado_energetico,puerta_seguridad,orientacion_este,orientacion_oeste,orientacion_sur,aire,grupo_cocina,orientacion_norte,letra_emisiones,latitud,longitud,num_personas,total_transacciones,viv_nuevas_transacciones,lineas_metro,salidas_metro,estaciones_metroligero,estaciones_cercanias,estacion_bus_urbano,renta_bruta_media_por_persona,tamano_medio_del_hogar,tam_hogar,hog_con_10,hog_con_15_y_más,comercio_serviciosminoristas,hosteleria_restauracion,salud_bienestar_educacion,servicios_profesionales,cultura_entretenimiento,m2_areasverdes,ins_comunitaria,energia,eficiencia_carpinteria,num_garajes,cod_barrio_group,target,precio_mean_b,pm_tlogia_distrito,euro_m2_barrio,total_estaciones,habitaciones,m2_por_hab,atrib_lujo,atrib,serv_barrio,cod_barrio_frecuency,precio,coordenadas,lat_decimal,lon_decimal
74.0,Chamberí,7,Gaztambide,71,0,Duplex,2,0.0,4.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28015,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'4.9'' N   ,3º42'42.13'' W  ,22959,260,3,9,22,0,0,151,36934,2.21,25648,21,39,1930,1116,1039,1910,905,19677,0,0,0,1,4,310000,826340.3,1586666.6,5723.729,173,2,37.0,1,3.0,6900,62,310000,"40.43469444444444,-3.711702777777778",40.43469444444444,-3.711702777777778
90.0,San Blas-Canillejas,20,Canillejas,207,3,Piso,0,0.0,2.0,4,2,0,0,0,1,30_50,0,económico,0,0,1,0,0,0,1,28037,Desconocido,1,0,0,0,0,Desconocido,Independiente,0,3,40º26'58.48'' N ,3º37'10.41'' W  ,29067,320,3,3,10,0,0,275,19768,2.63,16710,44,26,1504,739,381,828,552,995950,1,3,0,1,2,220000,330917.34,245671.58,3322.9795,285,6,15.0,1,6.0,4004,64,220000,"40.449577777777776,-3.6195583333333334",40.449577777777776,-3.6195583333333334
95.0,Arganzuela,2,Palos De Moguer,26,0,Piso,0,0.0,1.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28045,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'18.16'' N ,3º42'5.37'' W   ,25097,332,22,4,9,0,4,186,27431,2.31,23071,17,13,1151,633,494,969,454,547811,0,0,0,1,3,460000,392938.25,404461.3,5484.3594,199,5,19.0,1,3.0,3701,34,460000,"40.40504444444444,-3.7014916666666666",40.40504444444444,-3.7014916666666666
150.0,Ciudad Lineal,15,Costillares,159,0,Piso,2,0.0,2.0,4,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28027,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º28'12.01'' N ,3º39'58.62'' W  ,21914,153,11,5,14,1,0,272,22440,2.46,28853,62,46,1211,517,459,1049,556,572705,0,0,0,1,4,590000,665720.0,382082.53,4991.902,287,6,25.0,1,3.0,3792,25,590000,"40.47000277777778,-3.6662833333333333",40.47000277777778,-3.6662833333333333
121.0,Salamanca,4,Goya,42,6,Piso,4,0.0,1.0,3,3,0,1,0,1,mas_50,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,1,0,0,0,0,Normal,Desconocido,0,6,40º25'21.71'' N ,3º40'48.03'' W  ,29477,478,4,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,985000,1480537.9,1769842.4,10122.084,205,6,20.166666,2,9.0,7681,346,985000,"40.42269722222222,-3.6800083333333333",40.42269722222222,-3.6800083333333333
112.0,Centro,1,Sol,16,0,Piso,2,1.0,2.0,3,3,0,0,0,1,mas_50,0,lujo,0,0,1,0,0,0,1,28013,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º25'8.03'' N  ,3º42'14.2'' W   ,8164,123,9,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,919000,908933.5,870158.06,6600.1484,210,6,18.666666,0,4.0,3240,266,919000,"40.41889722222222,-3.7039444444444447",40.41889722222222,-3.7039444444444447
67.0,Carabanchel,11,Vista Alegre,114,0,Piso,0,0.0,3.0,3,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28025,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'20.68'' N ,3º44'6.97'' W   ,47727,505,36,3,16,0,0,289,15239,2.66,28825,139,57,1332,483,298,854,455,1560282,0,0,0,1,1,105300,233879.31,220952.16,2859.4014,305,4,16.75,1,3.0,3422,87,105300,"40.38907777777778,-3.7352694444444445",40.38907777777778,-3.7352694444444445
102.0,Salamanca,4,Lista,45,0,Piso,0,0.0,1.0,2,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28006,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'54.02'' N ,3º40'23.99'' W  ,20969,247,2,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,995000,1352493.4,1769842.4,9809.669,205,4,25.5,1,3.0,7681,166,995000,"40.43167222222222,-3.6733305555555553",40.43167222222222,-3.6733305555555553
74.0,Puente De Vallecas,13,San Diego,132,0,Piso,0,0.0,2.0,2,1,0,0,0,1,10_30,0,Desconocido,0,0,1,0,0,0,1,28053,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'17.72'' N ,3º39'57.58'' W  ,45104,699,242,1,7,0,3,311,13354,2.66,26108,123,50,423,137,90,189,173,1558120,0,0,0,1,1,165000,171103.42,174892.8,2466.8286,321,3,24.666666,1,3.0,1012,94,165000,"40.38825555555555,-3.6659944444444443",40.38825555555555,-3.6659944444444443
444.0,Salamanca,4,Castellana,46,0,Piso,0,0.0,1.0,5,5,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28006,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'48.41'' N ,3º41'19.19'' W  ,16919,189,3,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,3400000,2323510.8,1769842.4,11284.615,205,10,44.4,1,3.0,7681,272,3400000,"40.43011388888889,-3.688663888888889",40.43011388888889,-3.688663888888889
297.0,Moncloa-Aravaca,9,Casa De Campo,91,0,Piso,0,0.0,2.0,3,5,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28011,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'58.1'' N  ,3º43'33.15'' W  ,12767,95,15,6,14,1,3,351,36592,2.58,14738,26,59,532,200,235,347,207,19901426,0,0,0,1,4,2120000,963750.0,732204.75,6733.2124,369,8,37.125,1,3.0,1521,16,2120000,"40.41613888888889,-3.7258750000000003",40.41613888888889,-3.7258750000000003
48.0,Arganzuela,2,Atocha,27,0,Piso,3,0.0,3.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28045,Gres,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'47.26'' N ,3º40'32.91'' W  ,1949,5,0,4,9,0,4,186,27431,2.31,23071,17,13,1151,633,494,969,454,547811,0,2,0,1,3,305000,362134.78,404461.3,4732.4434,199,2,24.0,1,3.0,3701,23,305000,"40.39646111111111,-3.6758083333333333",40.39646111111111,-3.6758083333333333
70.0,Carabanchel,11,Pradolongo,127,0,Piso,3,0.0,2.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,2,28041,Madera,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'51.5'' N  ,3º42'11.0'' W   ,17878,7,2,3,16,0,0,289,15239,2.66,28825,139,57,1332,483,298,854,455,1560282,1,2,0,1,1,170000,220617.39,220952.16,2828.428,305,3,23.333334,1,5.0,3422,23,170000,"40.38097222222222,-3.7030555555555558",40.38097222222222,-3.7030555555555558
57.0,San Blas-Canillejas,20,Canillejas,207,3,Piso,2,0.0,2.0,2,1,0,1,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28037,Madera,1,0,1,0,1,Desconocido,Desconocido,0,3,40º26'58.48'' N ,3º37'10.41'' W  ,29067,320,3,3,10,0,0,275,19768,2.63,16710,44,26,1504,739,381,828,552,995950,0,3,6,1,2,163000,330917.34,245671.58,3322.9795,285,3,19.0,2,7.0,4004,64,163000,"40.449577777777776,-3.6195583333333334",40.449577777777776,-3.6195583333333334
135.0,Salamanca,4,Recoletos,41,0,Piso,0,1.0,2.0,2,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'19.05'' N ,3º40'53.05'' W  ,15444,243,8,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,0,5,1329000,2479820.2,1769842.4,11784.251,205,4,33.75,0,4.0,7681,262,1329000,"40.42195833333333,-3.6814027777777776",40.42195833333333,-3.6814027777777776
125.0,Vicálvaro,19,El Cañaveral,194,0,Piso,5,0.0,3.0,4,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28032,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'38.16'' N ,3º32'55.76'' W  ,13054,1085,1068,1,4,0,1,138,18214,2.69,7582,23,14,180,72,72,52,92,1063815,0,0,0,1,3,489900,436868.44,296210.44,2992.2498,143,6,20.833334,1,3.0,468,38,489900,"40.39393333333333,-3.5488222222222223",40.39393333333333,-3.5488222222222223
52.0,Puente De Vallecas,13,Numancia,136,0,Piso,0,0.0,2.0,3,1,0,0,1,1,Desconocido,1,Desconocido,0,0,1,0,0,0,1,28038,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'19.79'' N ,3º39'24.0'' W   ,48720,546,94,1,7,0,3,311,13354,2.66,26108,123,50,423,137,90,189,173,1558120,0,0,0,0,1,80000,177536.81,174892.8,2573.4072,321,4,13.0,2,3.0,1012,91,80000,"40.40549722222222,-3.6566666666666667",40.40549722222222,-3.6566666666666667
40.0,Villa De Vallecas,18,Casco Histórico De Vallecas,181,0,Piso,1,0.0,3.0,2,1,0,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28031,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º21'49.69'' N ,3º34'25.36'' W  ,40417,419,107,1,5,0,1,158,17346,2.61,12370,27,11,0,0,0,0,0,2681389,0,0,0,0,1,119000,226514.83,248783.3,2518.5977,164,3,13.333333,0,3.0,0,60,119000,"40.36380277777778,-3.573711111111111",40.36380277777778,-3.573711111111111
73.0,Villa De Vallecas,18,Santa Eugenia,182,0,Piso,2,0.0,3.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28031,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'22.11'' N ,3º37'0.07'' W   ,23876,139,2,1,5,0,1,158,17346,2.61,12370,27,11,0,0,0,0,0,2681389,0,0,0,1,1,205000,228397.53,248783.3,2753.3958,164,5,14.6,1,3.0,0,41,205000,"40.389475,-3.616686111111111",40.389475,-3.616686111111111
67.0,Puente De Vallecas,13,Portazgo,135,0,Piso,4,1.0,3.0,3,1,0,0,0,1,30_50,0,Desconocido,0,0,2,0,0,0,4,28018,Madera,0,0,1,0,1,Normal,Desconocido,0,0,40º23'25.94'' N ,3º38'58.4'' W   ,28741,308,56,1,7,0,3,311,13354,2.66,26108,123,50,423,137,90,189,173,1558120,0,0,0,1,1,280000,183641.16,174892.8,2438.678,321,4,16.75,1,8.0,1012,56,280000,"40.39053888888889,-3.6495555555555557",40.39053888888889,-3.6495555555555557
500.0,Vicálvaro,19,Casco Histórico De Vicálvaro,191,0,Chalet,0,0.0,0.0,3,2,0,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28032,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'19.33'' N ,3º35'36.81'' W  ,35519,440,121,1,4,0,1,138,18214,2.69,7582,23,14,180,72,72,52,92,1063815,0,3,0,1,2,695000,230193.9,565800.0,2460.7708,143,5,100.0,1,3.0,468,33,695000,"40.372036111111115,-3.5935583333333336",40.372036111111115,-3.5935583333333336
82.0,Latina,10,Aluche,104,0,Piso,0,0.0,2.0,3,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28047,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'53.38'' N ,3º45'56.52'' W  ,66588,519,23,3,10,2,5,307,17267,2.49,30102,82,31,1223,499,366,628,523,1047962,0,0,0,1,2,219000,244773.2,244581.98,2973.986,324,4,20.5,1,3.0,3239,105,219000,"40.39816111111111,-3.7657",40.39816111111111,-3.7657
754.0,Moncloa-Aravaca,9,Aravaca,97,0,Casa,0,0.0,0.0,5,5,0,1,0,1,Desconocido,0,lujo,0,1,1,0,0,0,1,28023,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'42.51'' N ,3º46'12.49'' W  ,27445,200,9,6,14,1,3,351,36592,2.58,14738,26,59,532,200,235,347,207,19901426,0,0,0,1,5,3650000,1825975.5,1964321.9,3725.3945,369,10,75.4,3,3.0,1521,49,3650000,"40.46180833333334,-3.770136111111111",40.46180833333334,-3.770136111111111
103.0,Arganzuela,2,Palos De Moguer,26,0,Piso,3,0.0,2.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28045,Desconocido,0,0,0,0,0,Desconocido,Desconocido,1,0,40º24'18.16'' N ,3º42'5.37'' W   ,25097,332,22,4,9,0,4,186,27431,2.31,23071,17,13,1151,633,494,969,454,547811,2,0,0,1,3,520000,392938.25,404461.3,5484.3594,199,5,20.6,1,4.0,3701,34,520000,"40.40504444444444,-3.7014916666666666",40.40504444444444,-3.7014916666666666
54.0,Villaverde,17,San Cristóbal,172,0,Piso,0,0.0,2.0,3,1,0,0,0,0,mas_50,0,Desconocido,0,0,1,0,0,0,1,28021,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º20'14.79'' N ,3º41'32.37'' W  ,17270,316,75,1,4,0,5,193,13604,2.82,14009,78,28,139,64,45,79,54,711123,0,0,0,1,1,70256,112297.445,167689.4,1682.5052,202,4,13.5,1,2.0,381,43,70256,"40.33744166666667,-3.6923250000000003",40.33744166666667,-3.6923250000000003
65.0,San Blas-Canillejas,20,Canillejas,207,0,Piso,1,0.0,2.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28037,Madera,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'58.48'' N ,3º37'10.41'' W  ,29067,320,3,3,10,0,0,275,19768,2.63,16710,44,26,1504,739,381,828,552,995950,0,2,0,1,2,159900,330917.34,245671.58,3322.9795,285,3,21.666666,1,4.0,4004,64,159900,"40.449577777777776,-3.6195583333333334",40.449577777777776,-3.6195583333333334
160.0,Chamartín,5,Ciudad Jardín,53,0,Piso,0,0.0,2.0,4,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28002,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'4.97'' N  ,3º39'58.93'' W  ,18513,267,52,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,0,0,0,1,4,650000,789636.4,1120715.5,5980.034,296,6,26.666666,1,3.0,1920,22,650000,"40.45138055555556,-3.6663694444444443",40.45138055555556,-3.6663694444444443
139.0,Centro,1,Sol,16,4,Piso,0,1.0,2.0,3,3,0,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28013,Desconocido,1,0,0,1,0,Desconocido,Desconocido,1,4,40º25'8.03'' N  ,3º42'14.2'' W   ,8164,123,9,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,1,2,0,0,4,1119000,908933.5,870158.06,6600.1484,210,6,23.166666,0,9.0,3240,266,1119000,"40.41889722222222,-3.7039444444444447",40.41889722222222,-3.7039444444444447
52.0,San Blas-Canillejas,20,Amposta,203,5,Piso,2,0.0,3.0,2,1,0,0,0,0,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28037,Desconocido,1,0,0,0,0,Normal,Desconocido,0,5,40º25'39.59'' N ,3º37'18.05'' W  ,9126,146,3,3,10,0,0,275,19768,2.63,16710,44,26,1504,739,381,828,552,995950,1,0,0,1,1,159000,133395.0,245671.58,2475.487,285,3,17.333334,1,7.0,4004,11,159000,"40.42766388888889,-3.621680555555556",40.42766388888889,-3.621680555555556
120.0,Centro,1,Embajadores,12,0,Duplex,2,0.0,2.0,2,2,0,0,1,1,30_50,0,Desconocido,0,0,1,0,0,0,1,28012,Madera,0,0,1,0,0,Normal,Desconocido,0,0,40º24'36.91'' N ,3º42'16.42'' W  ,46204,750,9,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,2,0,0,0,3,455000,474367.94,962611.1,5945.187,210,4,30.0,1,3.0,3240,205,455000,"40.41025277777778,-3.7045611111111114",40.41025277777778,-3.7045611111111114
114.0,San Blas-Canillejas,20,Canillejas,207,0,Piso,3,0.0,1.0,3,2,0,0,1,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28037,Desconocido,0,0,1,0,0,Desconocido,Desconocido,0,0,40º26'58.48'' N ,3º37'10.41'' W  ,29067,320,3,3,10,0,0,275,19768,2.63,16710,44,26,1504,739,381,828,552,995950,0,0,0,1,2,329900,330917.34,245671.58,3322.9795,285,5,22.8,2,4.0,4004,64,329900,"40.449577777777776,-3.6195583333333334",40.449577777777776,-3.6195583333333334
230.0,Salamanca,4,Goya,42,0,Atico,0,1.0,27.0,5,3,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,1,1,28001,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º25'21.71'' N ,3º40'48.03'' W  ,29477,478,4,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,0,5,1800000,1480537.9,1924147.5,10122.084,205,8,28.75,0,5.0,7681,346,1800000,"40.42269722222222,-3.6800083333333333",40.42269722222222,-3.6800083333333333
170.0,Chamberí,7,Gaztambide,71,6,Piso,4,0.0,1.0,8,5,0,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28015,Desconocido,1,0,0,0,0,Normal,Desconocido,0,6,40º26'4.9'' N   ,3º42'42.13'' W  ,22959,260,3,9,22,0,0,151,36934,2.21,25648,21,39,1930,1116,1039,1910,905,19677,0,0,0,1,4,925000,826340.3,1373545.5,5723.729,173,13,13.076923,1,9.0,6900,62,925000,"40.43469444444444,-3.711702777777778",40.43469444444444,-3.711702777777778
185.0,Tetuán,6,Cuatro Caminos,62,0,Piso,2,1.0,1.0,2,1,0,0,0,1,mas_50,0,lujo,0,0,1,0,0,0,1,28020,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º27'24.65'' N ,3º42'5.69'' W   ,34753,416,20,6,12,0,0,166,22890,2.34,25992,70,28,1337,589,375,1502,538,301635,0,0,0,1,4,1300000,673395.56,576069.7,5562.1284,178,3,61.666668,1,4.0,4341,103,1300000,"40.45684722222222,-3.7015805555555557",40.45684722222222,-3.7015805555555557
168.0,San Blas-Canillejas,20,Arcos,204,0,Atico,2,0.0,3.0,4,2,0,1,0,1,10_30,0,Desconocido,0,0,2,0,0,0,4,28037,Madera,0,0,0,0,1,Desconocido,Desconocido,0,0,40º25'28.0'' N  ,3º37'8.52'' W   ,25354,237,11,3,10,0,0,275,19768,2.63,16710,44,26,1504,739,381,828,552,995950,0,2,0,1,2,595000,250130.6,655200.0,2812.3147,285,6,28.0,2,7.0,4004,17,595000,"40.42444444444444,-3.6190333333333333",40.42444444444444,-3.6190333333333333
258.0,Salamanca,4,Castellana,46,4,Piso,0,0.0,1.0,5,5,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28006,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,4,40º25'48.41'' N ,3º41'19.19'' W  ,16919,189,3,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,2900000,2323510.8,1769842.4,11284.615,205,10,25.8,1,7.0,7681,272,2900000,"40.43011388888889,-3.688663888888889",40.43011388888889,-3.688663888888889
35.0,Centro,1,Universidad,15,0,Piso,4,0.0,2.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28015,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783,613,30,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,249000,724757.8,870158.06,6883.6953,210,2,17.5,0,3.0,3240,325,249000,"40.425805555555556,-3.7085333333333335",40.425805555555556,-3.7085333333333335
56.0,Fuencarral-El Pardo,8,El Pardo,81,0,Piso,2,0.0,2.5,2,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28048,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º31'25.35'' N ,3º46'45.77'' W  ,3421,24,0,3,14,2,5,448,28798,2.67,23923,53,48,197,95,148,121,99,2811379,0,0,0,1,5,165000,927526.2,436910.75,3840.5605,469,4,14.0,1,3.0,660,187,165000,"40.52370833333333,-3.7793805555555555",40.52370833333333,-3.7793805555555555
219.0,Centro,1,Cortes,13,4,Casa,0,0.0,0.0,4,5,0,1,0,0,10_30,2,Desconocido,0,0,1,0,0,0,1,28014,Desconocido,1,0,0,0,0,Normal,Desconocido,0,4,40º24'44.8'' N  ,3º41'37.98'' W  ,10816,180,0,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,5,330000,984085.9,678202.44,6772.3047,210,9,24.333334,3,6.0,3240,145,330000,"40.412444444444446,-3.6938833333333334",40.412444444444446,-3.6938833333333334
256.0,Vicálvaro,19,El Cañaveral,194,0,Casa,5,0.0,0.0,5,3,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28032,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'38.16'' N ,3º32'55.76'' W  ,13054,1085,1068,1,4,0,1,138,18214,2.69,7582,23,14,180,72,72,52,92,1063815,0,0,0,1,3,580000,436868.44,519866.84,2992.2498,143,8,32.0,1,3.0,468,38,580000,"40.39393333333333,-3.5488222222222223",40.39393333333333,-3.5488222222222223
46.0,Retiro,3,Ibiza,34,0,Piso,0,0.0,3.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28009,Otros,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'1.9'' N   ,3º40'41.21'' W  ,21492,257,0,4,8,0,0,138,33396,2.39,16179,10,13,408,160,169,349,164,1427833,0,3,0,1,5,315000,1324904.2,1325221.9,10157.479,146,5,9.2,1,3.0,1250,143,315000,"40.41719444444444,-3.678113888888889",40.41719444444444,-3.678113888888889
91.0,Moncloa-Aravaca,9,Argüelles,92,0,Piso,2,0.0,0.0,3,1,0,1,1,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28008,Desconocido,0,0,0,0,0,Desconocido,Amueblada,0,0,40º25'53.4'' N  ,3º43'1.87'' W   ,24497,333,88,6,14,1,3,351,36592,2.58,14738,26,59,532,200,235,347,207,19901426,0,2,0,1,4,390000,776174.75,732204.75,6110.5547,369,4,22.75,3,4.0,1521,91,390000,"40.4315,-3.7171861111111113",40.4315,-3.7171861111111113
72.0,Hortaleza,16,Apostol Santiago,165,0,Piso,0,0.0,3.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28033,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º28'49.83'' N ,3º39'34.06'' W  ,15435,138,8,2,9,6,1,325,29047,2.65,19312,38,32,1114,603,596,1135,486,1758173,0,0,0,1,2,220000,327146.66,481471.5,3879.2095,341,3,24.0,1,3.0,3934,15,220000,"40.48050833333333,-3.659461111111111",40.48050833333333,-3.659461111111111
77.0,Puente De Vallecas,13,Palomeras Bajas,133,0,Piso,0,0.0,2.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28018,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'41.93'' N ,3º39'27.24'' W  ,40477,315,47,1,7,0,3,311,13354,2.66,26108,123,50,423,137,90,189,173,1558120,0,0,0,1,1,149000,183506.9,174892.8,2329.5388,321,2,38.5,1,3.0,1012,52,149000,"40.37831388888889,-3.6575666666666664",40.37831388888889,-3.6575666666666664
136.0,Salamanca,4,Guindalera,44,0,Piso,0,0.0,2.0,4,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28028,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º26'5.9'' N   ,3º40'17.91'' W  ,41964,555,71,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,4,630000,728562.7,1769842.4,6186.143,205,6,22.666666,1,3.0,7681,75,630000,"40.43497222222222,-3.6716416666666665",40.43497222222222,-3.6716416666666665
106.0,Centro,1,Universidad,15,0,Piso,0,0.0,2.0,3,3,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28015,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783,613,30,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,839000,724757.8,870158.06,6883.6953,210,6,17.666666,0,3.0,3240,325,839000,"40.425805555555556,-3.7085333333333335",40.425805555555556,-3.7085333333333335
224.0,Retiro,3,Adelfas,32,0,Atico,0,0.0,7.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28007,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'7.29'' N  ,3º40'23.31'' W  ,18832,117,1,4,8,0,0,138,33396,2.39,16179,10,13,408,160,169,349,164,1427833,0,0,0,1,3,1300000,552521.75,1833523.8,5544.5024,146,5,44.8,1,3.0,1250,23,1300000,"40.402025,-3.6731416666666665",40.402025,-3.6731416666666665
82.0,Fuencarral-El Pardo,8,El Pardo,81,0,Piso,2,0.0,0.0,2,1,0,0,0,1,mas_50,1,Desconocido,0,0,2,0,0,0,1,28048,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º31'25.35'' N ,3º46'45.77'' W  ,3421,24,0,3,14,2,5,448,28798,2.67,23923,53,48,197,95,148,121,99,2811379,0,0,0,1,5,365000,927526.2,436910.75,3840.5605,469,3,27.333334,2,4.0,660,187,365000,"40.52370833333333,-3.7793805555555555",40.52370833333333,-3.7793805555555555
207.0,Salamanca,4,Lista,45,0,Piso,5,0.0,4.0,3,4,0,1,1,1,mas_50,0,Desconocido,0,0,2,0,0,0,4,28006,Madera,0,0,0,0,1,Normal,Desconocido,0,0,40º25'54.02'' N ,3º40'23.99'' W  ,20969,247,2,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,2,6,1,5,1840000,1352493.4,1769842.4,9809.669,205,7,29.571428,3,7.0,7681,166,1840000,"40.43167222222222,-3.6733305555555553",40.43167222222222,-3.6733305555555553
